,ent,ent_label
181,Republican,NORP
182,Republican,NORP
183,The Ways and Means Committee,ORG
184,House,ORG
185,Payne,PERSON
186,a full year,DATE
187,Payne,PERSON
188,Payne Tariff,ORG
189,Senate,ORG
190,Senate,ORG
191,House,ORG
192,Senate,ORG
193,Senate,ORG
194,House,ORG
195,One,CARDINAL
196,Dingley,ORG
197,"2,024",CARDINAL
198,Payne,ORG
199,"1,150",CARDINAL
200,654,CARDINAL
201,220,CARDINAL
202,three,CARDINAL
203,first,ORDINAL
204,232,CARDINAL
205,Dingley,ORG
206,81,CARDINAL
207,22,CARDINAL
208,129,CARDINAL
209,170,CARDINAL
210,Dingley,ORG
211,46,CARDINAL
212,12,CARDINAL
213,112,CARDINAL
214,321,CARDINAL
215,Dingley,ORG
216,185,CARDINAL
217,30,CARDINAL
218,106,CARDINAL
219,35,CARDINAL
220,Dingley,ORG
221,18,CARDINAL
222,3,CARDINAL
223,14,CARDINAL
224,38,CARDINAL
225,2,CARDINAL
226,36,CARDINAL
227,8,CARDINAL
228,187,CARDINAL
229,Dingley,ORG
230,14,CARDINAL
231,19,CARDINAL
232,154,CARDINAL
233,33,CARDINAL
234,Dingley,ORG
235,4,CARDINAL
236,23,CARDINAL
237,6,CARDINAL
238,261,CARDINAL
239,28,CARDINAL
240,47,CARDINAL
241,186,CARDINAL
242,254,CARDINAL
243,Dingley,ORG
244,187,CARDINAL
245,4,CARDINAL
246,63,CARDINAL
247,78,CARDINAL
248,3,CARDINAL
249,75,DATE
250,78,CARDINAL
251,21,CARDINAL
252,31,CARDINAL
253,26,CARDINAL
254,59,CARDINAL
255,Dingley,ORG
256,9,CARDINAL
257,39,CARDINAL
258,270,CARDINAL
259,20,CARDINAL
260,196,CARDINAL
261,"2,024",CARDINAL
262,Dingley,ORG
263,654,CARDINAL
264,220,CARDINAL
265,874,CARDINAL
266,"1,150",CARDINAL
267,232,CARDINAL
268,103,CARDINAL
269,170,CARDINAL
270,321,CARDINAL
271,Wood,ORG
272,35 18,CARDINAL
273,Sugar,GPE
274,38 2,CARDINAL
275,2,CARDINAL
276,Signed Tobacco,ORG
277,8,CARDINAL
278,0,CARDINAL
279,NECESSITY,ORG
280,Agricultural,ORG
281,187 14 19 33 1895,DATE
282,33,CARDINAL
283,Guaidó Cotton,PERSON
284,261,CARDINAL
285,Flax,ORG
286,254,CARDINAL
287,191,CARDINAL
288,"13,994,613.24",CARDINAL
289,78 3 0 3,CARDINAL
290,78,CARDINAL
291,"74,480,201.05--Pulp",TIME
292,59,CARDINAL
293,20,CARDINAL
294,270,CARDINAL
295,196,CARDINAL
296,874 1/2,CARDINAL
297,Payne,PERSON
298,"433,000,000",MONEY
299,"11,000,000",MONEY
300,B.,PERSON
301,"128,000,000",MONEY
302,"1,221,000,000",MONEY
303,"only $ 37,000,000",MONEY
304,"566,000,000",MONEY
305,"31,000,000",MONEY
306,"483,000,000",MONEY
307,"4,000,000",MONEY
308,"462,000,000",MONEY
309,"41,000,000",MONEY
310,"22,000,000",MONEY
311,"804,000",MONEY
312,Schedule K,PERSON
313,"8,000,000",MONEY
314,"106,000,000",MONEY
315,"67,000,000",MONEY
316,"81,000,000",MONEY
317,Schedule N,PERSON
318,"1,719,000,000",MONEY
319,"101,000,000",MONEY
320,Schedule H,ORG
321,"462,000,000",MONEY
322,Schedule L,ORG
323,"106,000,000",MONEY
324,"579,000,000",MONEY
325,"only $ 272,000,000",MONEY
326,"5,000,000,000",MONEY
327,650,CARDINAL
328,"$ 433,099,846 $ 1899",MONEY
329,"128,423,732",CARDINAL
330,C Metals,ORG
331,"37,675,804",CARDINAL
332,"566,870,950",CARDINAL
333,"300,965,953",CARDINAL
334,Agricultural,ORG
335,"483,430,637 gathering(ed",QUANTITY
336,Communiqué Cotton,PERSON
337,Flax,ORG
338,"22,127,145",CARDINAL
339,MacNeil,ORG
340,Lehrer Wool,ORG
341,L Silks,ORG
342,"7,947,568 17,134,944",CARDINAL
343,"4,951,878,575",MONEY
344,Schedule A. Chemicals,ORG
345,"16,000,000",CARDINAL
346,Wines,ORG
347,462,CARDINAL
348,"1,114,382",CARDINAL
349,L. Silks,PERSON
350,Europe,LOC
351,Radio,ORG
352,"298,905,752",MONEY
353,about five billion dollars,MONEY
354,"5,000,000,000",MONEY
355,"less than $ 300,000,000",MONEY
356,Republican,NORP
357,Payne,ORG
358,the Republican party,ORG
359,Republican,NORP
360,the Republican party,ORG
361,the Republican party,ORG
362,House,ORG
363,Senate,ORG
364,Senate,ORG
365,the Treasury Department,ORG
366,Senate,ORG
367,about 10 per cent,MONEY
368,Dingley,ORG
369,Payne,ORG
370,Congress,ORG
371,Congress,ORG
372,one,CARDINAL
373,Congress,ORG
374,a year,DATE
375,Canada,GPE
376,2,MONEY
377,6,MONEY
378,Dingley,ORG
379,Canada,GPE
380,Payne,PERSON
381,Republican,NORP
382,2,MONEY
383,Canadian,NORP
384,4,MONEY
385,Canada,GPE
386,2,MONEY
387,House,ORG
388,Canada,GPE
389,Canadian,NORP
390,Canadian,NORP
391,Canada,GPE
392,the United States,GPE
393,Chicago,GPE
394,25 to 10,CARDINAL
395,20 to 5,CARDINAL
396,45 to 20,CARDINAL
397,33 1/3,CARDINAL
398,$ 2 to $ 1.25,MONEY
399,South,LOC
400,Maine,GPE
401,Northwest,ORG
402,Canadian,NORP
403,more than 75 cents,MONEY
404,Pinchot,PERSON
405,2,MONEY
406,House,ORG
407,Senate,ORG
408,two,CARDINAL
409,Republican,NORP
410,many years ago,DATE
411,11 cents,MONEY
412,Payne,PERSON
413,House,ORG
414,Aldrich,PERSON
415,Senate,ORG
416,the Republican party,ORG
417,the Far West,LOC
418,East,LOC
419,States,GPE
420,Congress,ORG
421,one,CARDINAL
422,Payne,ORG
423,House,ORG
424,Senate,ORG
425,Payne,ORG
426,Republican,NORP
427,75 per cent,MONEY
428,as low as 20,CARDINAL
429,40 or 50,CARDINAL
430,Republican,NORP
431,the Republican party,ORG
432,50 per cent,MONEY
433,25 per cent,MONEY
434,25 per cent,MONEY
435,the Democratic party,ORG
436,Senate,ORG
437,Democratic,NORP
438,Republican,NORP
439,Senate,ORG
440,House,ORG
441,Republican,NORP
442,Congress,ORG
443,Tawney,PERSON
444,Congress,ORG
445,Republican,NORP
446,the Appropriations Committee,ORG
447,400,CARDINAL
448,House,ORG
449,some 92,CARDINAL
450,House,ORG
451,eighty or ninety millions,CARDINAL
452,one,CARDINAL
453,Republican,NORP
454,Tawney,PERSON
455,one,CARDINAL
456,two,CARDINAL
457,Tawney,PERSON
458,House,ORG
459,the Republican party,ORG
460,Tawney,PERSON
461,Republicans,NORP
462,Republicans,NORP
463,Democrats,NORP
464,a year,DATE
465,Dingley,ORG
466,Congress,ORG
467,the United States,GPE
468,Second,ORDINAL
469,1 per cent,MONEY
470,"5,000",MONEY
471,26 to 30 millions of dollars,CARDINAL
472,Philippines,GPE
473,Philippines,GPE
474,the United States,GPE
475,Philippines,GPE
476,Philippines,GPE
477,the United States,GPE
478,Roosevelt,LOC
479,"75,000",MONEY
480,first,ORDINAL
481,the United States,GPE
482,the United States,GPE
483,the United States,GPE
484,Congress,ORG
485,Congress,ORG
486,Republican,NORP
487,Representatives,PRODUCT
488,Congress,ORG
489,Republicans,NORP
490,two or three years,DATE
491,Congress,ORG
492,Weather Bureau,ORG
493,Tawney,PERSON
494,the United States,GPE
495,EUROPE,LOC
496,the United States,GPE
497,Great Britain,GPE
498,"April 4, 1908",DATE
499,two,CARDINAL
500,"January 27, 1909",DATE
501,the North Atlantic Coast,LOC
502,the Permanent Court of Arbitration at The Hague,ORG
503,October 4,DATE
504,the Arbitral Tribunal,ORG
505,The Hague,GPE
506,the United States,GPE
507,American,NORP
508,the United States,GPE
509,Great Britain,GPE
510,nearly seventy years,DATE
511,American,NORP
512,first,ORDINAL
513,the Permanent Court of Arbitration at The Hague,ORG
514,the United States,GPE
515,Great Britain,GPE
516,Canadian International,ORG
517,"April 11, 1908",DATE
518,two,CARDINAL
519,the United States,GPE
520,the Dominion of Canada,ORG
521,the Passamaquoddy Bay,LOC
522,the period of six months,DATE
523,six months,DATE
524,The International Fisheries Commission,ORG
525,"April 11, 1908",DATE
526,the United States,GPE
527,Great Britain,GPE
528,the United States,GPE
529,Canada,GPE
530,Congress,ORG
531,Convention,ORG
532,the United States,GPE
533,Canada,GPE
534,two,CARDINAL
535,"the 11th day of January, 1909",DATE
536,Senate,ORG
537,"March 3, 1909",DATE
538,Great Britain,GPE
539,the United States,GPE
540,Canada,GPE
541,the St. John River,LOC
542,Maine,GPE
543,New Brunswick,GPE
544,the North Pacific,LOC
545,the Governments of Great Britain,ORG
546,Japan,GPE
547,Russia,GPE
548,Governments,ORG
549,The Second Peace Conference,ORG
550,The Hague,GPE
551,an International Prize Court,ORG
552,the United States,GPE
553,France,GPE
554,Germany,GPE
555,Great Britain,GPE
556,Tribunal,ORG
557,Article 7 of the Convention,LAW
558,Court,ORG
559,Great Britain,GPE
560,London,GPE
561,"December 2, 1908",DATE
562,"February 26, 1909",DATE
563,the United States,GPE
564,Austria-Hungary,GPE
565,France,GPE
566,Germany,GPE
567,Great Britain,GPE
568,Italy,GPE
569,Japan,GPE
570,the Netherlands,GPE
571,Russia,GPE
572,Spain,GPE
573,the Declaration of London,WORK_OF_ART
574,London,GPE
575,one,CARDINAL
576,an International Prize Court,ORG
577,"March 4, 1909",DATE
578,the United States,GPE
579,the International Conference on Maritime Law,ORG
580,Brussels,GPE
581,Conference,ORG
582,the 28th of September,DATE
583,Two,CARDINAL
584,one,CARDINAL
585,"April 11, 1910",DATE
586,The International Conference,ORG
587,Netherlands,GPE
588,The Hague,GPE
589,"September, 1909",DATE
590,"June, 1910",DATE
591,The United States,GPE
592,Conference,ORG
593,Congress,ORG
594,Belgium,GPE
595,American,NORP
596,World,ORG
597,Brussels,GPE
598,1910,DATE
599,Congress,ORG
600,Continental,NORP
601,Exposition,ORG
602,Belgian,NORP
603,the Independent State of the Congo,ORG
604,Africa,LOC
605,American,NORP
606,all quarters,DATE
607,Belgian,NORP
608,the United States,GPE
609,one,CARDINAL
610,the United States,GPE
611,Germany,GPE
612,German,NORP
613,American,NORP
614,"February 23, 1909",DATE
615,American,NORP
616,European,NORP
617,Congress,ORG
618,American,NORP
619,Monrovia,ORG
620,the United States,GPE
621,Liberia,GPE
622,Liberia,GPE
623,the American Government,ORG
624,The Liberian Government,ORG
625,Commission,ORG
626,Monrovia,GPE
627,British,NORP
628,Sierra Leone,ORG
629,Commission,ORG
630,the United States,GPE
631,the Republic of Liberia,GPE
632,American,NORP
633,African,NORP
634,Liberia,GPE
635,the United States,GPE
636,the United States,GPE
637,Liberia,GPE
638,last year,DATE
639,Commission,ORG
640,the Department of State,ORG
641,The Norwegian Government,ORG
642,"January 26, 1909",DATE
643,the Department of State,ORG
644,the United States,GPE
645,February,DATE
646,"March, 1910",DATE
647,the Spitzbergen Islands,LOC
648,State,ORG
649,States,GPE
650,Norway,GPE
651,Belgium,GPE
652,Denmark,GPE
653,France,GPE
654,Germany,GPE
655,Great Britain,GPE
656,Russia,GPE
657,Sweden,GPE
658,Netherlands,GPE
659,The Department of State,ORG
660,1906,DATE
661,American,NORP
662,Spitzbergen,PERSON
663,the United States,GPE
664,European,NORP
665,the United States,GPE
666,THE NEAR EAST,LOC
667,Majesty Mehmed V,PERSON
668,Turkey,GPE
669,the Ottoman Empire,GPE
670,one,CARDINAL
671,Parliament,ORG
672,Persia,GPE
673,the Near East,LOC
674,that quarter,DATE
675,the United States,GPE
676,American,NORP
677,the Near East,LOC
678,LATIN AMERICA,ORG
679,One,CARDINAL
680,Pan-American,ORG
681,the Governments of Bolivia,ORG
682,Peru,GPE
683,some weeks,DATE
684,the United States,GPE
685,the Governments of Peru,ORG
686,Bolivia,GPE
687,the 9th of July,DATE
688,Buenos Aires,ORG
689,Fourth,ORDINAL
690,Pan-American Conference,ORG
691,Americans,NORP
692,American,NORP
693,Congress,ORG
694,The Argentine Republic,GPE
695,"May to November, 1910",DATE
696,Buenos Aires,ORG
697,International Agricultural Exhibition,ORG
698,the United States,GPE
699,the United States,GPE
700,the Argentine Republic,GPE
701,two,CARDINAL
702,Departments of this Government,ORG
703,Today,DATE
704,American,NORP
705,American,NORP
706,American,NORP
707,American,NORP
708,the Department of State,ORG
709,American,NORP
710,American,NORP
711,Pan-American,ORG
712,the United States,GPE
713,Republics,GPE
714,American,NORP
715,the United States,GPE
716,Pan-American,ORG
717,Latin America,LOC
718,Diaz,PERSON
719,American,NORP
720,Mexican,NORP
721,one,CARDINAL
722,Venezuela,GPE
723,the past few months,DATE
724,Venezuela,GPE
725,The Hague,ORG
726,"July 30, 1909",DATE
727,Panama,GPE
728,American,NORP
729,one,CARDINAL
730,Panaman,GPE
731,this year,DATE
732,Panama,GPE
733,Army,ORG
734,Instructor of Police,ORG
735,Cuba,GPE
736,the United States,GPE
737,Congress,ORG
738,Cuba,GPE
739,the United States,GPE
740,the Dominican Republic,GPE
741,the United States,GPE
742,1907,DATE
743,Dominican,NORP
744,the Dominican Government,ORG
745,the Emery Company,ORG
746,Nicaragua,GPE
747,"September 18, 1909",DATE
748,Many years ago,DATE
749,American,NORP
750,two,CARDINAL
751,the Governments of the United States,ORG
752,Chile,GPE
753,Britannic Majesty,PERSON
754,Edward,PERSON
755,the Washington Conventions,ORG
756,1907,DATE
757,the United States,GPE
758,one,CARDINAL
759,five,CARDINAL
760,Central American,NORP
761,the Zelaya Government,ORG
762,Nicaragua,GPE
763,Central America,LOC
764,Central American,NORP
765,the United States,GPE
766,the Washington Conventions,ORG
767,the Canal Zone,GPE
768,American,NORP
769,Central America,LOC
770,the United States,GPE
771,Republics,GPE
772,the Caribbean Sea,LOC
773,Republics,GPE
774,the Zelaya Government,ORG
775,two,CARDINAL
776,Americans,NORP
777,Zelaya,PERSON
778,about half,CARDINAL
779,the Zelaya Government,ORG
780,Nicaraguan,NORP
781,American,NORP
782,Central America,LOC
783,Congress,ORG
784,The International Bureau of American Republics,ORG
785,the last year,DATE
786,the American Republics,ORG
787,Pan-American,ORG
788,one,CARDINAL
789,American,NORP
790,American,NORP
791,THE FAR EAST,LOC
792,the Far East,LOC
793,the Chinese Empire,GPE
794,China,GPE
795,China,GPE
796,Chinese,NORP
797,Governments,ORG
798,China,GPE
799,China,GPE
800,Administration,ORG
801,American,NORP
802,American,NORP
803,American,NORP
804,months,DATE
805,Americans,NORP
806,Americans,NORP
807,the Far East,LOC
808,The Imperial Chinese Government,ORG
809,the United States,GPE
810,the Opium Conference,ORG
811,Shanghai,GPE
812,last spring,DATE
813,the United States,GPE
814,China,GPE
815,Governments,ORG
816,the United States,GPE
817,one,CARDINAL
818,Chinese,NORP
819,September 4 of this year,DATE
820,some quarters,DATE
821,South Manchurian,NORP
822,Antung-Mukden Railroads,ORG
823,Americans,NORP
824,China,GPE
825,State,ORG
826,Chinese,NORP
827,Japanese,NORP
828,the United States,GPE
829,Japan,GPE
830,Imperial,ORG
831,Pacific,LOC
832,Japan,GPE
833,Pacific,LOC
834,1908,DATE
835,the United States,GPE
836,the United States,GPE
837,Japan,GPE
838,1912,DATE
839,The Department of State,ORG
840,1856,DATE
841,THE DEPARTMENT OF STATE,ORG
842,Congress,ORG
843,the Department of State,ORG
844,State,ORG
845,Department,ORG
846,American,NORP
847,Latin-American,NORP
848,Far Eastern Affairs,ORG
849,Europe,LOC
850,the Near East,LOC
851,the Department of,ORG
852,State,ORG
853,State,ORG
854,"April 5, 1906",DATE
855,the Executive Order of June,ORG
856,American,NORP
857,an Executive Order,ORG
858,first,ORDINAL
859,last summer,DATE
860,the Department of State,ORG
861,"August 5, 1909",DATE
862,three,CARDINAL
863,"August 5, 1909",DATE
864,the Treasury Department,ORG
865,the Department of Commerce,ORG
866,Labor,ORG
867,the Bureau of Trade Relations of the Department of State,ORG
868,Section 2 of the tariff act of,LAW
869,"August 5, 1909",DATE
870,State,ORG
871,the United States,GPE
872,the Bureau of Trade Relations,ORG
873,the Department of State,ORG
874,the State Department,ORG
875,the beginning of this Administration,DATE
876,State,ORG
877,Congress,ORG
878,Congress,ORG
879,Departments,ORG
880,annual,DATE
881,Departments,ORG
882,Administration,ORG
883,the last fiscal year,DATE
884,the current year,DATE
885,Congress,ORG
886,Executive,ORG
887,Treasury,ORG
888,Treasury,ORG
889,the Executive Departments,ORG
890,fiscal year,DATE
891,"the current fiscal year ending June 30, 1910",DATE
892,"34,075,620",MONEY
893,the Panama Canal,FAC
894,"38,000,000",MONEY
895,"1,000,000",MONEY
896,"73,075,620",MONEY
897,the Panama Canal,FAC
898,the Panama Canal,FAC
899,the Spooner Act,WORK_OF_ART
900,1902,DATE
901,half,CARDINAL
902,"January 1, 1915",DATE
903,"297,766,000",MONEY
904,"139,705,200",MONEY
905,"75,435,000",MONEY
906,"375,201,000",MONEY
907,100 feet,QUANTITY
908,Culebra,ORG
909,fiscal year,DATE
910,Treasury,ORG
911,"the next fiscal year ending June 30, 1911",DATE
912,this current fiscal year,DATE
913,"42,818,000",MONEY
914,Treasury,ORG
915,"the next fiscal year ending June 30, 1911",DATE
916,the Panama Canal,FAC
917,"35,931,000",MONEY
918,Departments,ORG
919,Congress,ORG
920,Treasury,ORG
921,the next fiscal year,DATE
922,two,CARDINAL
923,Departments,ORG
924,second,ORDINAL
925,the Treasury Department,ORG
926,one,CARDINAL
927,the United States,GPE
928,two,CARDINAL
929,three,CARDINAL
930,two or more years,DATE
931,two,CARDINAL
932,one,CARDINAL
933,Departments,ORG
934,Houses of Congress,ORG
935,the Spanish war,EVENT
936,at least two years,DATE
937,Senate,ORG
938,New York City,GPE
939,the American Sugar Refining Company,ORG
940,the American Sugar Refining Company,ORG
941,The Treasury Department,ORG
942,the Department of Justice,ORG
943,Congress,ORG
944,the Treasury Department,ORG
945,the Department of Justice,ORG
946,Two,CARDINAL
947,the United States,GPE
948,the United States,GPE
949,twenty-five,CARDINAL
950,Executive,ORG
951,the United States,GPE
952,the State Department,ORG
953,THE NEW TARIFF BOARD,ORG
954,the Department of State,ORG
955,three,CARDINAL
956,two or three years,DATE
957,Congress,ORG
958,annual,DATE
959,Congress,ORG
960,Congress,ORG
961,WAR DEPARTMENT,ORG
962,the War Department,ORG
963,the coming fiscal year,DATE
964,forty-five millions,QUANTITY
965,last year,DATE
966,the period of one year,DATE
967,Army,ORG
968,Congress,ORG
969,Congress,ORG
970,first,ORDINAL
971,Congress,ORG
972,Army,ORG
973,Navy,ORG
974,Army,ORG
975,United States,GPE
976,one,CARDINAL
977,Chesapeake Bay,LOC
978,Atlantic,LOC
979,Gulf,LOC
980,one,CARDINAL
981,the Philippine Islands,GPE
982,Pearl Harbor,FAC
983,Honolulu,GPE
984,Philippines,GPE
985,Philippines,GPE
986,Corregidor,GPE
987,Olongapo,ORG
988,Dewey,ORG
989,Manila Bay,FAC
990,Olongapo,PERSON
991,Pearl Harbor,FAC
992,NAVY,ORG
993,Navy,ORG
994,Navy,ORG
995,Congress,ORG
996,Navy,ORG
997,Congress,ORG
998,thirty eight millions,CARDINAL
999,last year,DATE
1000,two,CARDINAL
1001,first,ORDINAL
1002,one,CARDINAL
1003,Navy,ORG
1004,Department,ORG
1005,the Navy Department,ORG
1006,Congress,ORG
1007,Naval Observatory,FAC
1008,the Naval Department,ORG
1009,Naval Observatory,FAC
1010,Board of Visitors,ORG
1011,Congress,ORG
1012,1901,DATE
1013,Senate,ORG
1014,the Geological Survey,ORG
1015,two or three years ',DATE
1016,the Navy Department,ORG
1017,Congress,ORG
1018,the Naval Observatory,FAC
1019,the Navy Department,ORG
1020,EXPEDITION,PERSON
1021,the American Bar Association,ORG
1022,many State Bar Associations,ORG
1023,American,NORP
1024,State,ORG
1025,State,ORG
1026,English,NORP
1027,State,ORG
1028,Constitution,LAW
1029,the Supreme Court,ORG
1030,the Supreme Court,ORG
1031,first,ORDINAL
1032,the Supreme Court,ORG
1033,The Republican party,ORG
1034,State,ORG
1035,the hour,TIME
1036,seven days,DATE
1037,such seven days,DATE
1038,the General Government,ORG
1039,Sherman Anti-trust,WORK_OF_ART
1040,Interstate Commerce,FAC
1041,first,ORDINAL
1042,Congress,ORG
1043,Congress,ORG
1044,"January 11, 1909",DATE
1045,Commissioners,ORG
1046,the District of Columbia,GPE
1047,Congress,ORG
1048,Congress,ORG
1049,the National Government,ORG
1050,Capitol Dome,ORG
1051,POST-OFFICE DEPARTMENT,ORG
1052,SECOND,ORDINAL
1053,the Post-Office Department,ORG
1054,1 cent,MONEY
1055,second,ORDINAL
1056,second,ORDINAL
1057,1 cent,MONEY
1058,"about $ 63,000,000",MONEY
1059,more than 9 cents,MONEY
1060,291 miles,QUANTITY
1061,"1,049",CARDINAL
1062,"1,128 miles",QUANTITY
1063,three,CARDINAL
1064,one-half,CARDINAL
1065,nearly four,CARDINAL
1066,daily,DATE
1067,1 cent,MONEY
1068,1907,CARDINAL
1069,second,ORDINAL
1070,63.91 per cent,MONEY
1071,only 5.19 per cent,MONEY
1072,Congress,ORG
1073,the Post-Office Department,ORG
1074,more than half,CARDINAL
1075,three and a half,DATE
1076,the last fiscal year,DATE
1077,the Post-Office Department,ORG
1078,"17,500,000",MONEY
1079,second,ORDINAL
1080,"63,000,000",MONEY
1081,"28,000,000",MONEY
1082,second,ORDINAL
1083,the Post-Office,ORG
1084,Congress,ORG
1085,POSTAL SAVINGS BANKS,ORG
1086,second,ORDINAL
1087,the Post-Office Department,ORG
1088,States,GPE
1089,Senate,ORG
1090,the Monetary Commission,ORG
1091,the Monetary Commission,ORG
1092,Europe,LOC
1093,Congress,ORG
1094,Atlantic,LOC
1095,South America,LOC
1096,the United States,GPE
1097,South America,LOC
1098,China,GPE
1099,Japan,GPE
1100,Philippines,GPE
1101,first,ORDINAL
1102,American,NORP
1103,American,NORP
1104,House,ORG
1105,Senate,ORG
1106,INTERIOR DEPARTMENT,ORG
1107,ARIZONA,GPE
1108,New Mexico,GPE
1109,Arizona,GPE
1110,Territory,PERSON
1111,State,ORG
1112,Territory,PERSON
1113,State,ORG
1114,State,ORG
1115,Alaska,GPE
1116,Territory,PERSON
1117,Territory,PERSON
1118,NATIONAL RESOURCES,ORG
1119,Departments,ORG
1120,Congress,ORG
1121,DEPARTMENT OF AGRICULTURE,ORG
1122,Agriculture,ORG
1123,Department,ORG
1124,the current year,DATE
1125,DEPARTMENT OF COMMERCE,ORG
1126,The Light-House Board,ORG
1127,the Department of Commerce,ORG
1128,Labor,ORG
1129,forty years,DATE
1130,Board,ORG
1131,two or three,CARDINAL
1132,Board,ORG
1133,sixteen,CARDINAL
1134,Army,ORG
1135,Navy,ORG
1136,Board,ORG
1137,Board,ORG
1138,Congressional,NORP
1139,Commerce,ORG
1140,Labor,ORG
1141,THE WHITE SLAVE TRADE,ORG
1142,the Bureau of Immigration,ORG
1143,The White Slave Trade,WORK_OF_ART
1144,"50,000",MONEY
1145,Commerce,ORG
1146,Labor,ORG
1147,BUREAU OF HEALTH,ORG
1148,the National Government,ORG
1149,the Medical Department of the Army,ORG
1150,the Medical Department of the Navy,ORG
1151,the General Government,ORG
1152,Bureau of Public Health,ORG
1153,the Marine-Hospital Service,ORG
1154,States,GPE
1155,the Federal Government,ORG
1156,the Agricultural Department,ORG
1157,one,CARDINAL
1158,States,GPE
1159,Federal Government,ORG
1160,CIVIL SERVICE COMMISSION,ORG
1161,the United States Civil Service Commission,GPE
1162,Commission,ORG
1163,the Census Act,LAW
1164,Executive,ORG
1165,Commission,ORG
1166,annual,DATE
1167,this year,DATE
1168,Congress,ORG
1169,the House of Representatives,ORG
1170,the United States Government,GPE
