,ent,ent_label
236,Vietnam,GPE
237,two,CARDINAL
238,Nixon,PERSON
239,first,ORDINAL
240,38,CARDINAL
241,Southeast Asia,LOC
242,Nixon,PERSON
243,REYNOLDS,ORG
244,"90,000",CARDINAL
245,years,DATE
246,Carter,PERSON
247,September of 1974,DATE
248,Carter,PERSON
249,Ford,PERSON
250,Nixon,PERSON
251,the Supreme Court,ORG
252,Amnesty,ORG
253,2 years ago,DATE
254,Ford,PERSON
255,three,CARDINAL
256,the Vietnam war,EVENT
257,the Vietnam war,EVENT
258,Gannon,PERSON
259,Carter,PERSON
260,the Federal Government,ORG
261,about 200,CARDINAL
262,"some 1,900",CARDINAL
263,the Federal Government,ORG
264,the Federal Government,ORG
265,Gannon,PERSON
266,Georgia,GPE
267,Washington,GPE
268,300,CARDINAL
269,300,CARDINAL
270,278,CARDINAL
271,Washington,GPE
272,White House,ORG
273,Nixon,PERSON
274,$ 3 1/2 million,MONEY
275,the White House,ORG
276,16,MONEY
277,million,CARDINAL
278,Republican,NORP
279,Cabinet,ORG
280,302,CARDINAL
281,11,CARDINAL
282,Sixty,CARDINAL
283,Medicaid,ORG
284,one,CARDINAL
285,Medicare,ORG
286,this past week,DATE
287,20,CARDINAL
288,the Federal Government,ORG
289,about 3 years,DATE
290,Georgia,GPE
291,The last year,DATE
292,a year before,DATE
293,2-percent,PERCENT
294,the last year,DATE
295,84,CARDINAL
296,Federal Government,ORG
297,the Transportation Department,ORG
298,about 25 percent,PERCENT
299,Federal Government,ORG
300,Washington,GPE
301,13,CARDINAL
302,Georgia,GPE
303,Ford,PERSON
304,Newman,PERSON
305,the Bureau of Census,ORG
306,yesterday,DATE
307,the 4 years,DATE
308,Carter,PERSON
309,the State of Georgia,GPE
310,over 50 percent,PERCENT
311,Georgia,GPE
312,over 25 percent,PERCENT
313,the State of Georgia,GPE
314,Governorship,ORG
315,over 20 percent,PERCENT
316,Carter,PERSON
317,Busbee,PERSON
318,Senate,ORG
319,a few months ago,DATE
320,Medicaid,ORG
321,Carter,PERSON
322,Georgia,GPE
323,Medicaid,ORG
324,Georgia,GPE
325,the White House,ORG
326,first,ORDINAL
327,"40,000",CARDINAL
328,some 2 years,DATE
329,"11,000",CARDINAL
330,White House,ORG
331,roughly 540,CARDINAL
332,about 485,CARDINAL
333,White House,ORG
334,Georgia,GPE
335,Drew,PERSON
336,DREW,PERSON
337,Vail,GPE
338,Republican,NORP
339,five,CARDINAL
340,Americans,NORP
341,2 years,DATE
342,$ 50 billion,MONEY
343,Carter,PERSON
344,the next few years,DATE
345,Vail,GPE
346,the last 2 years,DATE
347,12 percent,PERCENT
348,the last 24 months,DATE
349,under 6 percent,PERCENT
350,about 4 million,CARDINAL
351,the last 17 months,DATE
352,88 million,CARDINAL
353,America,GPE
354,today,DATE
355,fiscal year 1978,DATE
356,the next 10 years,DATE
357,a billion and a half dollars,CARDINAL
358,monthly,DATE
359,the Federal Treasury,ORG
360,the Federal Criminal Code,LAW
361,a good many years,DATE
362,Carter,PERSON
363,$ 30 billion,MONEY
364,the Federal Government,ORG
365,"roughly $ 3,500 million",MONEY
366,DREW,PERSON
367,the next few years,DATE
368,the additional $ 10 billion,MONEY
369,Congress,ORG
370,January of 1978,DATE
371,1 year,DATE
372,2 years,DATE
373,Carter,PERSON
374,this year,DATE
375,6-percent,PERCENT
376,last year,DATE
377,the calendar year this year,DATE
378,6 percent,PERCENT
379,Carter,PERSON
380,Democratic,NORP
381,approximately 60,CARDINAL
382,$ 100 billion,MONEY
383,$ 200 billion,MONEY
384,each year,DATE
385,1978,DATE
386,Carter,PERSON
387,Ford,PERSON
388,Republicans,NORP
389,the last 3 months,DATE
390,3 1/2 years,DATE
391,Herbert Hoover,PERSON
392,years ago,DATE
393,John Kennedy,PERSON
394,Ford,PERSON
395,Nixon,PERSON
396,last year,DATE
397,$ 65 billion,MONEY
398,8-year,DATE
399,Johnson,PERSON
400,Kennedy,PERSON
401,"500,000",CARDINAL
402,Americans,NORP
403,today,DATE
404,3 months ago,DATE
405,Ford,PERSON
406,2 years,DATE
407,50-percent,PERCENT
408,5 million,CARDINAL
409,2 1/2 million,CARDINAL
410,7 1/2 million,CARDINAL
411,Nixon,PERSON
412,four,CARDINAL
413,Nixon,PERSON
414,14-percent,PERCENT
415,the last 2 years,DATE
416,this last 2 years,DATE
417,$ 120 billion,MONEY
418,Ford,PERSON
419,the last 8 years,DATE
420,1968,DATE
421,Ford,PERSON
422,the last minute,TIME
423,Reynolds,PERSON
424,MR,GPE
425,REYNOLDS,ORG
426,Carter,PERSON
427,Yesterday,DATE
428,British Government,ORG
429,Britain,GPE
430,the Federal Energy Agency,ORG
431,1973,DATE
432,the Wall Street Journal,ORG
433,112,CARDINAL
434,the Federal Energy Agency,ORG
435,American,NORP
436,first,ORDINAL
437,about 35 years,DATE
438,Nixon,PERSON
439,about 35 percent,PERCENT
440,25 percent,PERCENT
441,about 44 percent,PERCENT
442,24 hours,TIME
443,REYNOLDS,ORG
444,Congress,ORG
445,Republican,NORP
446,Appalachian,NORP
447,One,CARDINAL
448,Washington,GPE
449,Dow Chemical,ORG
450,as much as 40 percent,PERCENT
451,Ford,PERSON
452,Carter,PERSON
453,January of 1975,DATE
454,Congress,ORG
455,American,NORP
456,first,ORDINAL
457,the United States,GPE
458,Congress,ORG
459,600 million tons,QUANTITY
460,"1,200 million tons",QUANTITY
461,1985,DATE
462,about $ 84 million,MONEY
463,about $ 120 million,MONEY
464,the Energy Research and Development Agency,ORG
465,Gannon,PERSON
466,Democratic,NORP
467,Congress,ORG
468,$ 17 billion,MONEY
469,$ 20 billion,MONEY
470,a year,DATE
471,an additional $ 6 billion,MONEY
472,"no more than 400,000",CARDINAL
473,"about 150 to 200,000",CARDINAL
474,"25,000",MONEY
475,about 9 to 18 months,DATE
476,some 4 million,CARDINAL
477,the last 17 months,DATE
478,88 million,CARDINAL
479,America,GPE
480,the United States,GPE
481,"500,000",CARDINAL
482,the last 2 months,DATE
483,five,CARDINAL
484,six,CARDINAL
485,Congress,ORG
486,Congress,ORG
487,$ 3.7 billion,MONEY
488,the past 3 months,DATE
489,the Oval Office,ORG
490,tonight,TIME
491,an extra $ 4 billion,MONEY
492,the 2 years,DATE
493,56,CARDINAL
494,Congress,ORG
495,42,CARDINAL
496,over $ 9 billion,MONEY
497,Congress,ORG
498,Congress,ORG
499,some $ 13 billion,MONEY
500,Carter,PERSON
501,$ 9 billion,MONEY
502,an additional $ 13 billion,MONEY
503,five,CARDINAL
504,six,CARDINAL
505,Carter,PERSON
506,Ford,PERSON
507,"500,000",CARDINAL
508,3 months ago,DATE
509,2,CARDINAL
510,million,CARDINAL
511,Pennsylvania,GPE
512,"about 4,000 or 5,000",CARDINAL
513,About a thousand,CARDINAL
514,Ford,PERSON
515,7.9 percent,PERCENT
516,25 years,DATE
517,50 years ago,DATE
518,Ford,PERSON
519,the Great Depression,EVENT
520,$ 9 billion,MONEY
521,$ 4 billion,MONEY
522,$ 23 billion,MONEY
523,the last 2 years,DATE
524,6-percent,PERCENT
525,7-percent,PERCENT
526,6-percent,PERCENT
527,the War Between,EVENT
528,States,GPE
529,Ford,PERSON
530,four,CARDINAL
531,Nixon,PERSON
532,11,CARDINAL
533,One,CARDINAL
534,one,CARDINAL
535,Senate,ORG
536,seven,CARDINAL
537,House,ORG
538,Republicans,NORP
539,Carter,PERSON
540,DREW,PERSON
541,Carter,PERSON
542,25 percent,PERCENT
543,the 1 percent,PERCENT
544,50 percent-53,DATE
545,14 percent,PERCENT
546,50-percent,PERCENT
547,Nixon,PERSON
548,8 years ago,DATE
549,Ford,PERSON
550,$ 5 billion,MONEY
551,$ 1 million,MONEY
552,American,NORP
553,million dollars,MONEY
554,New Hampshire,GPE
555,Vermont,GPE
556,Italy,GPE
557,DISC,ORG
558,Domestic International Sales Corporation,ORG
559,Nixon,PERSON
560,about $ 1.4 billion,MONEY
561,American,NORP
562,first,ORDINAL
563,50,MONEY
564,"100,000",MONEY
565,"900,000-$900,000",MONEY
566,one,CARDINAL
567,"30,000",MONEY
568,"120,000",MONEY
569,"roughly 8,000",CARDINAL
570,American,NORP
571,about $ 10 billion,MONEY
572,about $ 500 million,MONEY
573,$ 1.4 billion,MONEY
574,$ 5 billion,MONEY
575,first,ORDINAL
576,a long period of years 50 years,DATE
577,DISC,ORG
578,"50,000",MONEY
579,a-year,DATE
580,Ford,PERSON
581,Carter,PERSON
582,tonight,TIME
583,the Associated Press,ORG
584,a week or so ago,DATE
585,Carter,PERSON
586,"about $ 14,000",MONEY
587,Carter,PERSON
588,about 50 percent,PERCENT
589,"roughly $ 8,000",MONEY
590,"30,000",MONEY
591,10 million,CARDINAL
592,the last 8 years,DATE
593,Carter,PERSON
594,roughly half,CARDINAL
595,Roosevelt,PERSON
596,55,CARDINAL
597,Truman,PERSON
598,about 38,CARDINAL
599,Carter,PERSON
600,Georgia,GPE
601,between 35 and 40,CARDINAL
602,2 years,DATE
603,26,DATE
604,$ 9 billion,MONEY
605,one,CARDINAL
606,Carter,PERSON
607,Democrats,NORP
608,Congress,ORG
609,the last 22 years,DATE
610,Reynolds,PERSON
611,MR,GPE
612,REYNOLDS,ORG
613,Washington,GPE
614,this year,DATE
615,two,CARDINAL
616,The House Ethics Committee,ORG
617,Daniel Schorr,PERSON
618,several months,DATE
619,Congress,ORG
620,American,NORP
621,the Senate Select Committee on Standards and Conduct,ORG
622,United States,GPE
623,a period of years,DATE
624,Washington,GPE
625,the 2 years,DATE
626,the White House,FAC
627,anti-Washington,NORP
628,the United States,GPE
629,Congress,ORG
630,a billion dollars,MONEY
631,Congress,ORG
632,first billion dollar,MONEY
633,Congress,ORG
634,the United States,GPE
635,American,NORP
636,Congress,ORG
637,the last 4 years,DATE
638,Congress,ORG
639,Congress,ORG
640,Congress,ORG
641,anti-Washington,NORP
642,Washington,GPE
643,the United States,GPE
644,Congress,ORG
645,the House of Representatives,ORG
646,United States,GPE
647,the Congress of the United States,ORG
648,MR,GPE
649,REYNOLDS,ORG
650,Congress,ORG
651,a Democratic Congress,ORG
652,Congress,ORG
653,Republicans,NORP
654,the House of Representatives,ORG
655,United States,GPE
656,Senate,ORG
657,House,ORG
658,Senate,ORG
659,Congress,ORG
660,Democratic,NORP
661,Congress,ORG
662,the last 2 years,DATE
663,Carter,PERSON
664,the Federal Government,ORG
665,one,CARDINAL
666,Democratic,NORP
667,Congress,ORG
668,today,DATE
669,Republican,NORP
670,Democratic,NORP
671,Congress,ORG
672,next year,DATE
673,an additional $ 100 billion,MONEY
674,$ 200 billion,MONEY
675,American,NORP
676,Republican,NORP
677,Congress,ORG
678,Democratic,NORP
679,Congress,ORG
680,Carter,PERSON
681,Republican,NORP
682,Democrat,NORP
683,Eisenhower,PERSON
684,Democratic,NORP
685,Congress,ORG
686,Nixon,PERSON
687,Democratic,NORP
688,Congress,ORG
689,Ford,PERSON
690,four,CARDINAL
691,Nixon,PERSON
692,Ford,PERSON
693,Congress,ORG
694,Congress,ORG
695,Nixon,PERSON
696,Eisenhower,PERSON
697,about 60,CARDINAL
698,This year,DATE
699,Ford,PERSON
700,more than 26 percent,PERCENT
701,Congress,ORG
702,Republican,NORP
703,Democratic,NORP
704,Congress,ORG
705,Congress,ORG
706,Ford,PERSON
707,the Democratic,ORG
708,Congress,ORG
709,Nixon,PERSON
710,Ford,PERSON
711,Watergate,EVENT
712,one,CARDINAL
713,Congress,ORG
714,one,CARDINAL
715,Ford,PERSON
716,AP,ORG
717,the White House,ORG
718,Ford,PERSON
719,Carter,PERSON
720,two,CARDINAL
721,only about 6 minutes,TIME
722,Carter,PERSON
723,one,CARDINAL
724,Government,ORG
725,the Federal Reserve Board,ORG
726,the Federal Reserve Board,ORG
727,the last few years,DATE
728,Arthur Burns,PERSON
729,the Federal Reserve Board,ORG
730,the same 4 years,DATE
731,Congress,ORG
732,The Federal Reserve,ORG
733,Burns,PERSON
734,Republican,NORP
735,the 1973 year,DATE
736,Republican,NORP
737,Burns,PERSON
738,the Federal Reserve Board,ORG
739,the Federal Reserve Board,ORG
740,Congress,ORG
741,third,ORDINAL
742,Ford,PERSON
743,the Federal Reserve Board,ORG
744,Democratic,NORP
745,Republican,NORP
746,the last 2 years,DATE
747,The Federal Reserve Board,ORG
748,between 4 to 4 1/2,QUANTITY
749,7,CARDINAL
750,7 1/2,CARDINAL
751,the Federal Reserve Board,ORG
752,Drew,PERSON
753,DREW,PERSON
754,FBI,ORG
755,One,CARDINAL
756,first,ORDINAL
757,30 years,DATE
758,the Federal Government,ORG
759,CIA,ORG
760,the Defense Intelligence Agency,ORG
761,the National Security Agency,ORG
762,the last few years,DATE
763,Congress,ORG
764,1,CARDINAL
765,Congress,ORG
766,Congress,ORG
767,1,CARDINAL
768,George Bush,PERSON
769,CIA,ORG
770,DIA,ORG
771,NSA,ORG
772,Carter,PERSON
773,recent years,DATE
774,11:18 p.m. ] THE MODERATOR,TIME
775,27 minutes ago,TIME
776,Ford,PERSON
777,Carter,PERSON
778,Carter,PERSON
779,Ford,PERSON
780,Carter,PERSON
781,Ford,PERSON
782,Carter,PERSON
783,American,NORP
784,up to 4 minutes,TIME
785,Carter,PERSON
786,first,ORDINAL
787,first,ORDINAL
788,tonight,TIME
789,the last 8 years,DATE
790,Congress,ORG
791,American,NORP
792,American,NORP
793,America,GPE
794,America,GPE
795,Vietnam,GPE
796,Cambodia,GPE
797,CIA,ORG
798,Watergate,EVENT
799,Earth,LOC
800,215 million,CARDINAL
801,Americans,NORP
802,Earth,LOC
803,Ford,PERSON
804,November 2,DATE
805,One,CARDINAL
806,Carter,PERSON
807,Democratic,NORP
808,Carter,PERSON
809,Congress,ORG
810,Carter,PERSON
811,November 2,DATE
812,2 years,DATE
813,the White House,FAC
814,Fourth of July,DATE
815,200th,ORDINAL
816,a glorious day,DATE
817,the first century,DATE
818,the second century,DATE
819,the century,DATE
820,215 million,CARDINAL
821,Americans,NORP
822,today,DATE
823,the last few years,DATE
824,this next century the century,DATE
825,the United States,GPE
826,Depression,EVENT
827,the United States,GPE
828,America,GPE
829,America,GPE
830,Ford,PERSON
831,Carter,PERSON
832,28-minute,TIME
833,"Wednesday, October 6",DATE
834,San Francisco,GPE
835,9:30 p.m.,TIME
836,three,CARDINAL
837,the League of Women Voters Education Fund,ORG
838,American,NORP
839,November,DATE
840,the Walnut Street Theatre,ORG
841,Philadelphia,GPE
842,Pauline Frederick,PERSON
843,NPR,ORG
844,National Public Radio ],ORG
845,second,ORDINAL
846,1976,DATE
847,Gerald R. Ford,PERSON
848,Michigan,GPE
849,Republican,NORP
850,Jimmy Carter,PERSON
851,Georgia,GPE
852,Democratic,NORP
853,Ford,PERSON
854,Carter,PERSON
855,tonight,TIME
856,the Palace of Fine Arts Theatre,FAC
857,San Francisco,GPE
858,An estimated 100 million,CARDINAL
859,Americans,NORP
860,San Francisco,GPE
861,the United Nations,ORG
862,Charter 31 years ago,DATE
863,tonight,TIME
864,Max Frankel,PERSON
865,the New York Times,ORG
866,Henry L. Trewhitt,PERSON
867,the Baltimore Sun,ORG
868,Richard Valeriani,PERSON
869,NBC News,ORG
870,tonight,TIME
871,first,ORDINAL
872,2 weeks ago,DATE
873,Carter,PERSON
874,first,ORDINAL
875,up to 3 minutes,TIME
876,up to 2 minutes,TIME
877,up to 2 minutes,TIME
878,3 minutes,TIME
879,Ford,PERSON
880,Carter,PERSON
881,this evening,TIME
882,Frankel,PERSON
883,first,ORDINAL
884,Carter,PERSON
885,Democrats,NORP
886,Vietnam,GPE
887,Russians,NORP
888,China,GPE
889,the Middle East,LOC
890,Arabs,NORP
891,Israel,GPE
892,Africa,LOC
893,Republican,NORP
894,Republican,NORP
895,tonight,TIME
896,first,ORDINAL
897,Ford,ORG
898,tonight,TIME
899,Ford,PERSON
900,second,ORDINAL
901,American,NORP
902,American,NORP
903,Congress,ORG
904,the Soviet Union,GPE
905,The Soviet Union,GPE
906,Ford,PERSON
907,Kissinger,PERSON
908,Richard Nixon,PERSON
909,Republican,NORP
910,Ford,PERSON
911,one,CARDINAL
912,Republican,NORP
913,Kissinger,PERSON
914,Ford,PERSON
915,1976,DATE
916,Ford,PERSON
917,Carter,PERSON
918,one,CARDINAL
919,the United States,GPE
920,Carter,PERSON
921,November of 1975,DATE
922,$ 15 billion,MONEY
923,A few months later,DATE
924,$ 8 billion,MONEY
925,$ 9 billion,MONEY
926,$ 5 billion to $ 7 billion,MONEY
927,1975,DATE
928,Defense,ORG
929,Schlesinger,PERSON
930,$ 3 to $ 5 billion,MONEY
931,A few days later,DATE
932,Schlesinger,PERSON
933,$ 3 to $ 5 billion,MONEY
934,"250,000",CARDINAL
935,"100,000",CARDINAL
936,America,GPE
937,"100,000",CARDINAL
938,Army,ORG
939,Navy,ORG
940,the Air Force,ORG
941,Marines,NORP
942,8 percent,PERCENT
943,20,CARDINAL
944,the United States,GPE
945,Carter,PERSON
946,Brezhnev,PERSON
947,Carter,PERSON
948,Trewhitt,PERSON
949,Ford,PERSON
950,TREWHITT,ORG
951,Frankel,PERSON
952,the United States,GPE
953,first,ORDINAL
954,Vietnam,GPE
955,Angola,GPE
956,Communists,NORP
957,Italy,GPE
958,the Soviet Union,GPE
959,the last few months,DATE
960,first,ORDINAL
961,Italy,GPE
962,secondly,ORDINAL
963,the Soviet Union,GPE
964,Cold War,EVENT
965,the United States,GPE
966,the United States,GPE
967,the Soviet Union,GPE
968,Trewhitt,PERSON
969,the United States,GPE
970,recent years,DATE
971,recent months,DATE
972,Communist,NORP
973,Portugal,GPE
974,a year ago,DATE
975,Communists,NORP
976,Portugal,GPE
977,Portugal,GPE
978,today,DATE
979,A few months ago,DATE
980,2 years ago,DATE
981,the Soviet Union,GPE
982,the Middle East,LOC
983,Today,DATE
984,Rabin,PERSON
985,the Soviet Union,GPE
986,the Middle East,LOC
987,the Soviet Union,GPE
988,Egypt,GPE
989,the Soviet Union,GPE
990,Syria,GPE
991,The United States,GPE
992,today,DATE
993,Rabin,PERSON
994,Israel,GPE
995,the Middle East,LOC
996,a minute,TIME
997,African,NORP
998,The United States of America,GPE
999,Africa,LOC
1000,Africa,LOC
1001,Africa,LOC
1002,Africa,LOC
1003,Africa,LOC
1004,today,DATE
1005,the United States,GPE
1006,Africa,LOC
1007,The United States,GPE
1008,Africa,LOC
1009,The United States,GPE
1010,Soviet,NORP
1011,American,NORP
1012,Trewhitt,PERSON
1013,the United States,GPE
1014,NATO,ORG
1015,Communist,NORP
1016,NATO,ORG
1017,Carter,PERSON
1018,Communist,NORP
1019,NATO,ORG
1020,NATO,ORG
1021,Ford,PERSON
1022,Communist,NORP
1023,Italy,GPE
1024,$ 15 billion,MONEY
1025,Ford,PERSON
1026,About a year ago,DATE
1027,Pentagon,ORG
1028,$ 6.8 billion,MONEY
1029,James Schlesinger,PERSON
1030,about $ 3 billion,MONEY
1031,Ronald Reagan,PERSON
1032,Texas,GPE
1033,Ford,PERSON
1034,$ 1 1/2 billion,MONEY
1035,Kansas City,GPE
1036,$ 1.8 billion,MONEY
1037,Office of Management and Budget,ORG
1038,$ 3 billion,MONEY
1039,Pentagon,FAC
1040,tonight,TIME
1041,South Africa,GPE
1042,Great Britain,GPE
1043,Rhodesia,GPE
1044,1972,DATE
1045,Kissinger,PERSON
1046,NATO,ORG
1047,Europe,LOC
1048,Portugal,GPE
1049,Portugal,GPE
1050,Valeriani,PERSON
1051,Carter,PERSON
1052,Carter,PERSON
1053,the United States,GPE
1054,the United States,GPE
1055,Washington,GPE
1056,American,NORP
1057,State,ORG
1058,Defense,ORG
1059,the White House,FAC
1060,1,CARDINAL
1061,Cabinet,ORG
1062,1881,DATE
1063,Naval Academy,ORG
1064,first,ORDINAL
1065,Eisenhower,PERSON
1066,Georgia,GPE
1067,South America,LOC
1068,Central America,LOC
1069,Europe,LOC
1070,the Middle East,LOC
1071,Japan,GPE
1072,the last 21 months,DATE
1073,Vietnam,GPE
1074,Cambodia,GPE
1075,Chile,GPE
1076,Pakistan,GPE
1077,Angola,GPE
1078,Watergate,EVENT
1079,CIA,ORG
1080,Constitution,LAW
1081,the last few years,DATE
1082,American,NORP
1083,Congress,ORG
1084,Americans,NORP
1085,Constitution,LAW
1086,American,NORP
1087,American,NORP
1088,1,CARDINAL
1089,American,NORP
1090,Ford,PERSON
1091,Kissinger,PERSON
1092,American,NORP
1093,Congress,ORG
1094,Ford,PERSON
1095,State,ORG
1096,American,NORP
1097,First,ORDINAL
1098,Kissinger,PERSON
1099,Ford,PERSON
1100,Vietnam,GPE
1101,Ian Smith,PERSON
1102,Rhodesia,GPE
1103,Kissinger,PERSON
1104,American,NORP
1105,Chile,GPE
1106,Franklin Roosevelt,PERSON
1107,Congress,ORG
1108,Harry Truman,PERSON
1109,Defense,ORG
1110,Dean Acheson,PERSON
1111,George Marshall,PERSON
1112,State,ORG
1113,Congress,ORG
1114,Arthur Vandenburg,ORG
1115,Walter George,PERSON
1116,State,ORG
1117,Congress,ORG
1118,Ford,PERSON
1119,State,ORG
1120,Ford,PERSON
1121,Carter,PERSON
1122,the Middle East,LOC
1123,the Soviet Union,GPE
1124,Israel,GPE
1125,Arab,NORP
1126,Ford,ORG
1127,the United States,GPE
1128,Israel,GPE
1129,Egypt,GPE
1130,the Sinai II,LOC
1131,Egyptian,NORP
1132,Israeli,NORP
1133,the Congress of the United States,ORG
1134,the United States,GPE
1135,Congress,ORG
1136,the 24 months,DATE
1137,the United States,GPE
1138,one,CARDINAL
1139,Congress,ORG
1140,House,ORG
1141,Senate,ORG
1142,State,ORG
1143,the several years,DATE
1144,80,CARDINAL
1145,House,ORG
1146,Senate,ORG
1147,State,ORG
1148,the United States,GPE
1149,American,NORP
1150,at least 10,CARDINAL
1151,American,NORP
1152,Frankel,PERSON
1153,Ford,PERSON
1154,Russians,NORP
1155,Khrushchev,ORG
1156,the Middle East,LOC
1157,France,GPE
1158,Italy,GPE
1159,Communist,NORP
1160,East Germany,GPE
