,ent,ent_label
521,Canal,ORG
522,only about three fourths,CARDINAL
523,1 percent,PERCENT
524,Soviets,NORP
525,the Soviet Union,GPE
526,Russia,GPE
527,the Middle East,LOC
528,the Middle East,LOC
529,the Eastern Hemisphere,LOC
530,The Suez Canal,LOC
531,Asia,LOC
532,Europe,LOC
533,The Middle East,LOC
534,Eurasia,GPE
535,Africa,LOC
536,about two thirds,CARDINAL
537,Europe,LOC
538,Asia,LOC
539,Africa,LOC
540,Europe,LOC
541,the Suez Canal,LOC
542,the Middle East,LOC
543,Western Europe,LOC
544,Marshall Plan,PERSON
545,Asia,LOC
546,Africa,LOC
547,the Middle East,LOC
548,The Middle East,LOC
549,three,CARDINAL
550,Moslem,NORP
551,Christian,NORP
552,Hebrew,LANGUAGE
553,Mecca,GPE
554,Jerusalem,GPE
555,the Middle East,LOC
556,International Communism,ORG
557,Soviet,NORP
558,Estonia,GPE
559,Latvia,GPE
560,Lithuania,GPE
561,1939,DATE
562,the Soviet Union,GPE
563,Soviet,NORP
564,the Extraordinary Fifth Session of the Supreme Soviet,LAW
565,October 1939,DATE
566,the Sovietization of the,ORG
567,Baltic,NORP
568,anti-Soviet,NORP
569,1940,DATE
570,Estonia,GPE
571,Latvia,GPE
572,Lithuania,GPE
573,the Soviet Union,GPE
574,Soviet,NORP
575,Eastern Europe,LOC
576,World War II,EVENT
577,Stalin,PERSON
578,the Warsaw Treaty of 1955,LAW
579,the Soviet Union,GPE
580,Hungary,GPE
581,Hungarian,NORP
582,Soviet,NORP
583,1,CARDINAL
584,The Middle East,LOC
585,Russia,GPE
586,today,DATE
587,International Communism,ORG
588,2,CARDINAL
589,Soviet,NORP
590,3,CARDINAL
591,the Mid East,LOC
592,the United Nations,ORG
593,the United Nations,ORG
594,Hungary,GPE
595,Egypt,GPE
596,The United Nations,ORG
597,Egypt,GPE
598,the United Nations General Assembly,ORG
599,Hungary,GPE
600,The Soviet Union,GPE
601,the Security Council,ORG
602,Soviet,NORP
603,Hungary,GPE
604,the General Assembly,ORG
605,The United Nations,ORG
606,the Soviet Union,GPE
607,the United States,GPE
608,the Middle East,LOC
609,recent weeks,DATE
610,the Middle East,LOC
611,the United States,GPE
612,the Middle East,LOC
613,International Communism,ORG
614,the United States,GPE
615,United Nations,ORG
616,the Middle East,LOC
617,East,LOC
618,West,LOC
619,the United States,GPE
620,Congress,ORG
621,the United States,GPE
622,the Middle East,LOC
623,"May 25, 1950",DATE
624,"October 31, 1950",DATE
625,the King of Saudi Arabia,GPE
626,"April 9, 1956",DATE
627,the United States,GPE
628,1956,DATE
629,Iran,GPE
630,Iraq,GPE
631,Pakistan,GPE
632,Turkey,GPE
633,the United States,GPE
634,International Communism,ORG
635,United States,GPE
636,Congress,ORG
637,Congress,ORG
638,the United Nations,ORG
639,the United Nations,ORG
640,Today,DATE
641,42,CARDINAL
642,Greece,GPE
643,Turkey,GPE
644,Taiwan,GPE
645,the United States,GPE
646,Congress,ORG
647,Senate,ORG
648,International Communism,ORG
649,the United States,GPE
650,Congress,ORG
651,Mid East,LOC
652,first,ORDINAL
653,the United States,GPE
654,the Middle East,LOC
655,second,ORDINAL
656,third,ORDINAL
657,the United States,GPE
658,International Communism,ORG
659,the United States,GPE
660,the Charter of the United Nations,LAW
661,the United Nations,ORG
662,the United Nations Security Council,ORG
663,Charter,LAW
664,fourth,ORDINAL
665,the Mutual Security Act,LAW
666,1954,DATE
667,the present fiscal year ending June 30,DATE
668,"200,000,000",MONEY
669,each of the fiscal years 1958,DATE
670,1959,DATE
671,Congress,ORG
672,the Middle East,LOC
673,Palestine,GPE
674,Israel,GPE
675,the Arab States,GPE
676,Arab,NORP
677,the Suez Canal,LOC
678,International Communism,ORG
679,The United Nations,ORG
680,the United Nations,ORG
681,The United States,GPE
682,Dulles,PERSON
683,"August 26, 1955",DATE
684,the United Nations,ORG
685,Palestine,GPE
686,Communist,NORP
687,three,CARDINAL
688,Communist,NORP
689,the United States,GPE
690,Communist,NORP
691,the United Nations,ORG
692,Congress,ORG
693,Congress,ORG
694,Congress,ORG
695,Congress,ORG
696,Communists,NORP
697,the Middle East,LOC
698,the United States,GPE
699,the Middle East,LOC
700,the United Nations,ORG
701,the Middle East,LOC
702,the United States,GPE
703,Americans,NORP
704,American,NORP
705,World War II,EVENT
706,many billions of dollars,MONEY
707,thousands,CARDINAL
708,Congress,ORG
709,the United States,GPE
710,Americans,NORP
711,Three days from now,DATE
712,half a century,DATE
713,This evening,TIME
714,Godspeed,PERSON
715,the coming years,DATE
716,Congress,ORG
717,Congress,ORG
718,Senate,ORG
719,West Point,LOC
720,these past eight years,DATE
721,Congress,ORG
722,Administration,ORG
723,Congress,ORG
724,ten years,DATE
725,four,CARDINAL
726,Three,CARDINAL
727,America,GPE
728,today,DATE
729,America,GPE
730,America,GPE
731,many decades,DATE
732,two,CARDINAL
733,today,DATE
734,World War II,EVENT
735,Korea,GPE
736,the United States,GPE
737,American,NORP
738,three and a half million,DATE
739,annually,DATE
740,United States,GPE
741,American,NORP
742,State,ORG
743,recent decades,DATE
744,Today,DATE
745,hundreds,CARDINAL
746,today,DATE
747,tomorrow,DATE
748,tomorrow,DATE
749,America,GPE
750,thousands of years,DATE
751,tonight,TIME
752,America,GPE
