,Generated_Summary,Original_Summary
10,"[' George W. Bush: America is leading the civilized world in a titanic struggle against terror. George W Bush: Freedom and fear are at war and freedom is winning. George Bush: Every day brings new information, a tip or arrest, another step, or two, or three in a relentless march to bring security to our nation and justice to our enemies. George Washington']","President Bush addresses the nation on the War on Terror, and announces the establishment of a cabinet-level Department of Homeland Security."
11,"["" George W. Bush: AIDS has already killed over 20 million people and is poised to kill at least 40 million more. George W Bush: New initiative will focus on 12 countries in Africa and others in the Caribbean where our help can make the greatest amount of difference. New effort will allow us to treat one million women annually, and reduce mother to child transmission by 40 percent within five years or less in target countries. George George Bush: We've committed $ 500 million to the Global Fund to Fight AIDS and other infectious diseases. George Washington""]","From the Rose Garden, President Bush announces a new initiative to combat the spread of HIV or AIDS in new mothers and children in nations of Africa and the Caribbean."
12,"["" George W. Bush: U.N. was born in hope of world moving toward justice, escaping old patterns of conflict and fear. U.S. committed to an independent and democratic Palestine, living side by side with Israel in peace and security, Bush said. Bush said Iraq's Saddam Hussein has proven only his contempt for the United Nations, and for all his pledges.""]","In an address to the United Nations General Assembly in New York, New York, President Bush publicly denounces Saddam Hussein's regime in Iraq for violating UN regulations and orders, and threatens military action."
13,"[' George W. Bush: ""In a whirlwind of change and hope and peril, our faith is sure; our resolve is firm; and our Union is strong"" George W Bush: We will work for a prosperity that is broadly shared, and we will answer every danger and every enemy that threatens the American people. George Bush: The best way to address the deficit and move toward a balanced budget is to encourage growth and to encourage spending discipline in Washington, D.C. George Washington']","In his second State of the Union address, President George W. Bush emphasizes improving the job market, making health care more affordable, promoting energy independence, and encouraging Americans to invest in humanitarian projects both at home and abroad. He also discusses in 1881. efforts to break down Al Qaeda and other terrorist units around the globe.  With his address only two months before the invasion of Iraq, Bush states that if Saddam Hussein does not disarm, the in 1881. will lead a coalition to remove the weapons."
14,"[' George W. Bush: U.N. Security Council has not lived up to its responsibilities, so we will rise to ours. U.S. Congress voted overwhelmingly last year to support the use of force against Iraq. Iraq has used diplomacy as a ploy to gain time and advantage, George Bush says. George Washington']",President Bush delivers an address from the Cross Hall on the state of Iraq and his 48-hour ultimatum for Saddam Hussein.
15,"[' George W. Bush: U.S., coalition forces in early stages of military operations to disarm Iraq. George W Bush: America faces an enemy who has no regard for conventions of war or rules of morality. George Bush: We have no ambition in Iraq, except to remove a threat and restore control of that country to its own people. George Washington Bush: Our nation enters this conflict reluctantly yet, our purpose is sure.']",President Bush announces the onset of the Iraq War from the Oval Office.
16,"["" George W. Bush: National Endowment for Democracy is celebrating 20th anniversary. George W Bush: By speaking for and standing for freedom, you've lifted the hopes of people around the world, and you've brought great credit to America. George Bush: The roots of our democracy can be traced to England, and to its Parliament and so can the roots of this organization. George Washington""]","At the 20th Anniversary Celebration of the National Endowment for Democracy in the United States Chamber of Commerce, President Bush delivers a speech on freedom in Iraq and the greater Middle East."
17,"["" George W. Bush: Medicare Act of 2003 is the greatest advance in health care coverage for America's seniors since the founding of Medicare. George W Bush: With this law, we're giving older Americans better choices and more control over their health care, so they can receive the modern medical care they deserve. George Washington""]","President Bush signs the Medicare Act of 2003 into effect at the Daughters of the American Revolution's Constitution Hall in Washington, D.C.."
18,"[' George W. Bush: America is a stronger and better nation because of the hard work and the faith and entrepreneurial spirit of immigrants. John Ashcroft: By tradition and conviction, our country is a welcoming society. George Bush: We should have immigration laws that work and make us proud. George Washington']","From the East Room of the White House, President Bush proposes his immigration reform program allowing for temporary worker status."
19,"[' George W. Bush: America this evening is a nation called to great responsibilities, and we are rising to meet them. George W Bush: Americans are proving once again to be the hardest working people in the world. George Bush: We can go forward with confidence and resolve, or we can turn back to the dangerous illusion that terrorists are not plotting and outlaw regimes are no threat to us. George Washington']","In his third State of the Union address, President George W. Bush devotes a large portion of his speech to the situation in Iraq. Almost a year since the in 1881. invasion of Iraq, Bush is confident that the world is a safer place without Saddam Hussein's regime and that the in 1881. and its allies will continue the fight against global terrorism.  He also gives his thoughts on improving the economy, the No Child Left Behind Act, and the Defense of Marriage Act."
20,"["" George C. Marshall ROTC Award winners. George Marshall was VMI's highest-ranking cadet in the class of 1901. Colin Powell was in the RotC at City College of New York. John Kerry was a cadet at VMI. John Adams""]","At the George C. Marshall ROTC Award Ceremony in the Virginia Military Institute's Cameron Hall in Lexington, Virginia, President Bush addresses ROTC troops on the current state of national security and the course of the War on Terror looking forward."
21,"[' George W. Bush: ""I am honored by your support, and I accept your nomination for President of the United States"" George W Bush: I will build a safer world and a more hopeful America and nothing will hold us back. George W George George Bush: A presidential election is a contest for the future. George Bush George: I am running for President with a clear and positive plan to build a safe world, and a hopeful America. George George H.W. Bush']","At the Republican National Convention at Madison Square Garden in New York City, President Bush delivers his acceptance speech for the Republican Party's nomination in the 2004 presidential election."
22,"["" George W. Bush: America's vital interests and our deepest beliefs are now one. George W Bush: The best hope for peace in our world is the expansion of freedom in all the world. George Bush: All who live in tyranny and hopelessness can know the United States will not ignore your oppression or excuse your oppressors. George Washington""]",President Bush delivers his Second Inaugural Address as he is sworn in for a second term in front of the in 1881. Capitol. He emphasizes the United States' historical tradition of delivering “freedom” and “liberty” to its citizens and others abroad upon his inauguration to his second Presidential term.  The speech's theme echoes the President's sentiments towards Saddam Hussein as well as his controversial decision to invade Iraq in 2003 during his first Presidential term.
23,"["" George W. Bush: With a healthy, growing economy, with more Americans going back to work, with our nation an active force for good in the world, the state of our union is confident and strong. George W Bush: We must be good stewards of this economy, and renew the great institutions on which millions of our fellow citizens rely. George Bush: America's prosperity requires restraining the spending appetite of the federal government. George Washington""]","In his fourth State of the Union address, President George W. Bush discusses the need to strengthen the economy, preserve the values that sustain a free democracy, and promote global peace. Bush focuses on the recent victories in his presidency and promises that the United States will adhere to its responsibilities to its people.  He emphasizes American support for liberty at home and abroad.  President Bush also addresses the need for Social Security reform and proposes new social programs."
24,"[' George W. Bush: ""We are dealing with one of the worst natural disasters in our nation\'s history"" Bush: The vast majority of New Orleans, Louisiana is under water. Tens of thousands of homes and businesses are beyond repair, he says. ""This recovery will take years. There\'s a lot of work we\'re going to have to do,"" Bush says.']","From the White House's Rose Garden, President Bush remarks on the situation in New Orleans, Louisiana and surrounding areas, and outlines the federal relief efforts of FEMA and other agencies."
25,"[' George W. Bush: ""I extend the deepest sympathy of our country"" George W Bush: We will do what it takes, we will stay as long as it takes to help citizens rebuild their communities and their lives. George Bush: There is no way to imagine America without New Orleans, and this great city will rise again. George George Washington Bush: The work of rescue is largely finished; the work of recovery is moving forward. George Washington']","From Jackson Square in New Orleans, Louisiana, President Bush addresses the nation on the state of relief efforts in the city and surrounding areas after Hurricane Katrina."
26,"[' George W. Bush: Iraq war has been difficult, but it was right to remove Saddam Hussein from power. George W Bush: Some look at the challenges in Iraq and conclude that the war is lost, and not worth another dime. George Bush: We invite terrorism by ignoring them, by killing them abroad, by capturing and killing them. George Washington']","From the Oval Office, President Bush addresses the nation on Iraqi ""renewal,"" including discussing the advent of democratic elections and the lack of evidence for ""weapons of mass destruction"" in Iraq."
27,"[' George W. Bush: America will continue to lead the world in the fight against terror. John Adams: The advance of freedom is the great story of our time. George Washington: The road of isolationism and protectionism may seem broad and inviting, yet it ends in danger and decline. John Washington: In a time of testing, we can not find security by retreating within our borders and abandoning our commitments and our friends.']","In his fifth State of the Union Address, George W. Bush discusses rebuilding Iraq and the continuing fight against terrorism in the Middle East. Bush makes the case for maintaining troops in Iraq, calls for investigation of entitlements, and announces an increase in clean-energy research.  Bush discourages leaders from promoting political and economic isolationism, and firmly states the in 1881. refusal to retreat from the threat of terrorism."
28,"[' George W. Bush: Science offers tremendous possibility that science offers to cure disease and improve the lives of millions. George W Bush: We must harness the power of science to ease human suffering without sanctioning practices that violate the dignity of human life. George Bush: I believe that with the right techniques and the right policies, we can achieve scientific progress while living up to our ethical responsibilities. George Washington']","From the East Room of the White House, President Bush clarifies his ""balanced approach"" to stem cell research, in the context of two bills on the subject passed by Congress."
29,"["" George W. Bush: New strategy will change America's course in Iraq, and help us succeed in the fight against terror. George W Bush: Failure in Iraq would be a disaster for the U.S. George Bush: The most urgent priority for success in Iraq is security, especially in Baghdad. George Washington""]","From the White House library, President Bush discusses his proposed strategy changes in the Iraq War in the context of heightened violence since the elections of 2005."
30,"[' George W. Bush: ""I have the high privilege and distinct honor of my own as the first President to begin the State of the Union message with these words: Madam Speaker"" George W.: ""We must have the will to face difficult challenges and determined enemies and the wisdom to face them together"" John F. Kennedy: ""The time has come to end this practice of earmarks"" John Adams']","In his sixth State of the Union address, President George W. Bush discusses his ideas for economic reform, making health care more affordable, improving education, and energy innovation.  Bush focuses on the current economic growth and illustrates the link between developing alternative energies, continued economic progress, and national security.  In addition to balancing the federal budget, Bush looks to help struggling workers, seniors, and children by fixing entitlements, reauthorize No Child Left Behind, and create a tax deduction for health insurance.  He also emphasizes the recent victories in the Middle East while recognizing the persistent threat of terrorism."
31,"[' George W. Bush: ""I appreciate so very much the work you\'re doing day and night to protect these borders. The American people owe you a great debt of gratitude"" John Kerry: ""You\'re outdoors, you\'re working with good people, and you\'re making a solid contribution to the United States of America"" John McCain: ""The efforts are working this border is more secure, and America is safer as a result""']","At the Yuma Station Headquarters of the in 1881. Border Patrol in Yuma, Arizona, President Bush outlines his desires for a comprehensive immigration reform bill."
32,"[' George W. Bush: Seven years have passed since I first stood before you at this rostrum. George W Bush: We have unfinished business before us, and the American people expect us to get it done. George Bush: The actions of the 110th Congress will affect the security and prosperity of our nation long after this session has ended. George Washington']","In his final State of the Union Address, President George W. Bush reviews his seven years in office, recounting the accomplishments achieved and the challenges that remain. The President is introduced by Speaker of the House Nancy Pelosi."
33,"[' George W. Bush: Removing Saddam Hussein from power was the right decision, and this is a fight America can and must win. George W Bush: The battle in Iraq has been harder and more costly than anticipated. George Bush: America is better and safer when the United States of America is safer. George Washington']",President George W. Bush offers his thoughts about the War on Terror five years after the United States began Operation Iraqi Freedom. He predicts that the battle in Iraq will end in victory.
34,"["" George W. Bush: Bill is essential to helping America's economy weather the financial crisis. Bill provides new tools to government such as allowing us to purchase some of the troubled assets. Bill also ensures that these new programs are carried out in a way that protects taxpayers. Bill includes tax incentives for businesses to invest and create jobs.""]","From the White House's Rose Garden, President Bush advocates for the Emergency Economic Stabilization Act of 2008 as a response to the 2008 housing crash."
35,"[' George W. Bush: ""I appreciate you giving me a chance to come and for me to outline the steps that America and our partners are taking and are going to take to overcome this financial crisis"" Bush: I appreciate the fact that I am here in a fabulous city to give this speech. ""This is a city that has been and will always be the financial capital of the world""']","At the Federal Hall National Memorial in New York City, President Bush delivers a speech on the relationship between financial institutions, domestic and global markets, and the government."
36,"["" John Boehner: America's automakers have faced serious challenges burdensome costs, a shrinking share of the market, and declining profits. Boehner: If we were to allow the free market to take its course now, it would almost certainly lead to disorderly bankruptcy and liquidation for the automakers. He says a more responsible option is to give the auto companies an incentive to restructure outside of bankruptcy and a brief window in which to do it.""]","From the White House's Roosevelt Room, President Bush discusses his administration's plan to assist the struggling in 1881. auto industry."
37,"[' George W. Bush. George W Bush. John McCain. George H.W. Bush, George Washington. George Washington Bush, Jr. George Bush, Sr. George George Washington, Jr., George Washington George Bush Jr. John Bush George Bush George George Bush III. George John Bush Bush, III George George John John George Bush Bush George John George Washington III George John Henry George Bush John Henry Bush George Washington John Henry John Henry Henry John John Bush John George George Henry John George John Washington George George George. George Herbert John George Henry George George William George WashingtonGeorge Washington George Washington G. Bush George William Henry George John William George George G. George William John George Ghandi George']","In his last press conference as president, President Bush thanks the press corps and proceeds to reflect on his presidency and the upcoming presidency of Barack Obama."
38,"[' George W. Bush: For eight years, it has been my honor to serve as your President. George W Bush: The first decade of this new century has been a period of consequence, a time set apart. George Bush: America has gone more than seven years without another terrorist attack on our soil. George Washington']","President George W. Bush gives his farewell address to the nation. After eight years in office, the President looks back on his administration, remembering the September 11 terrorist attacks, the resulting wars in Afghanistan and Iraq, and other important moments during his tenure."
