,Generated_Summary,Original_Summary
10,"[' John F. Kennedy Jr. John Kennedy Junior. John Adams Johnson. John F., John Adams Kennedy. John Jay John Adams. John John Adams, John Adams Jr. President John Adams John Adams III. John Washington John Adams Jnr. John George Washington. John Quincy Adams. George Washington J. Washington John. Washington, George Washington George Washington, Jr. George John AdamsJohn Adams John. John Jefferson John Adams George Washington Jr.']","This is President John Kennedy's Special Message to the Congress on Urgent National Needs. It was recorded at a joint session of Congress at the Capitol in Washington, D.C.. The President asks Congress for an increase in funds to send a man to the moon, to increase unmanned space exploration, to develop a nuclear rocket, and to advance satellite technology."
11,"[' George W. Bush. George W Bush Jr. George Bush, Jr. President George W George W John Bush, George George Bush Jr., George George George Washington Bush Jr, George Washington John Bush George Washington George Washington. George Washington Washington George Bush Junior George Bush George Bush John George Bush III. George George John John John Bush John Henry George George Henry John George John Henry John John George George. George John George Henry George John Washington George George William George George Herbert John George Washington III George John Adams George John William George Washington Henry John Adams. George William John Adams John John Washington John Adams III George William Henry John Henry Washington George John David George George III George Washington James Madison George Washington']","President Kennedy offers a televised address upon returning from a trip to Europe. He discusses the state of a divided Germany and tells the American people about his high-level talks with Soviet premier Khrushchev. Kennedy notes that while Communists aren't causing all the unrest across the world, they do take advantage of it, and the best way to counter this would be increased education and quality of life to help keep threatened countries free."
12,"[' John F. Kennedy, Jr. John Adams Logan John Adams Kennedy John Adams Johnson John Adams John Adams Lincoln John Adams James Madison John Adams. John John Adams Adams John Logan Logan John James Adams John Jay John Adams Joseph Adams John James Madison. John James John AdamsJohn Adams John John Jay Adams John George Washington John Adams George Washington. John Jay Jay John John John Washington John Jay George Washington George Washington Adams John Washington Adams. George Washington Johns Adams John Patrick Henry John Patrick John Adams, John Patrick Adams John Quincy Adams John Henry John Adams and John Adams Henry John John Henry Adams John. John Patrick George Adams John Paul Jones John John Patrick James John Henry Washington John Patrick David Adams John David Adams']",President Kennedy congratulates the graduating class of the US Naval Academy on their success and connects his experience as a Naval Officer to the experiences they have ahead of them.
13,"[' John Adams Adams, John Quincy Adams, Daniel Webster, John Adams Jr. John Adams John Adams Johnson John Adams III John Adams IV John Adams I John Adams James Madison John Adams. John John Adams Jnr John Adams George John AdamsJohn Adams John John Washington John Adams II John Adams V John Adams Kennedy John Adams']",President Kennedy speaks after receiving his honorary degree from the University of North Carolina. He emphasizes the importance of resolve and maturity as the country continues to struggle through the Cold War to protect what he sees as fundamental American freedoms.
14,"[' veterans of World War I. John Adams Morgan: Veterans Day is a day to commemorate the dead and the living. Morgan: In a world tormented by tension and the possibilities of conflict, we meet in a quiet commemoration of an historic day of peace. He says the only way to maintain the peace is to be prepared to fight in the final extreme to fight our country-for country-and to mean it.']",President Kennedy pays his respects to the nation's veterans at Arlington National Cemetery.
15,[' John Jay College of Music celebrates 100 years of service to the U.S. John Jay President John Jay G. Anderson John Anderson John Jay John Adams John Jay University of Music. John John John G. Allen John Johnathan John John Allen John Jay U. John Allen George Washington John Adams George John John Henry John Henry George John Henry James Madison John Henry Adams John Henry Washington John Henry Henry George. John George Washington George George John Alexander John Henry Alexander John Alexander Henry George George George Washington. John Alexander George George Henry John John George John George George James John Alexander Washington George Washington Henry George James George John English John English George Henry George William Henry George Alexander John English Henry John George. George'],"At Edmundson Pavilion in Seattle, Washington, Kennedy declares that ""hard"" and ""soft"" power are not exclusive to each other or the only options in dealing with world events. Rather, he stresses that Americans must use both diplomacy and defense to defend freedom wherever necessary."
16,"[' John F. Kennedy, Jr. John Adams Kennedy, John Adams, Jr., John Adams Jr. President John Adams J. Adams Jr., Jr. James Adams, J. John Washington John Adams John Adams III John Adams George Washington, Jr, John John Adams Johnson, John Washington, John Jay John Adams. John John Washington Kennedy Jr. George Washington John Washington Johnson, George Washington Johnson John Adams Adams, John James Madison John Adams and John Adams David Adams. George John Adams Stevens John Adams James Adams Johnson George Washington Stevens George Washington Stephens John Adams Allen, John George Washington. John James Stevens Stevens John Washington Stevens John James Stephens George Washington Scott John Adams Scott, John Alexander Scott, George']",President Kennedy speaks to the National Association of Manufacturers. He discusses the importance of avoiding protectionism and competing in the international market at a time when capitalism is being strongly challenged by the communism of the Soviet Bloc nations.
17,"[' John F. Kennedy, Jr. John Adams Kennedy Jr. President John Adams Johnson, Jr., John Adams John Adams Jr. James Madison Kennedy, John Adams, Jr,. John Adams III John Adams Jnr. John John Adams James Adams Jr., James Adams, J. Adams John Kennedy, JR. John Jay John Adams Junior, John Jay Adams, George Washington John Adams. George Washington Kennedy Jr., George Washington Johnson, John James Adams J. Kennedy Jr, John George Washington J. J. Henry John Adams JR. George John Adams Adams, John Henry John Kennedy J. Jay, Jr, George George Washington George John Jay, John Alexander John Adams George John Kennedy John, John John']","President Kennedy speaks at the opening of the AFL-CIO Convention in Miami, Florida. He emphasizes the joint responsibility of labor and management in maintaining a stable price level to ensure America's economic growth."
18,"[' George W. Bush: ""I have a strong conviction that we should seek to strengthen the United Nations and make it the kind of instrument which all of us hope it will be"" ""I want to say that I had not expected that the standard of revolt would be raised in the royal pavilion here, but be: ( 1 always rather nervous about how you talk about women who are active in politics, whether they want to be talked about as women or as politicians, but I want you to know that we are grateful to have you as both today""']",President Kennedy meets with a delegation of female representatives from the United Nations at the White House. He mentions his commitment to the ideas that led to the United Nations' founding and speaks with hope for how it may be used to promote diplomacy in the future.
19,"[' John C. Calhoun in 1804 and William Howard Taft in 1878 graduated into a world very different from ours today. John Griswold: The great enemy of the truth is very often not the lie, deliberate, contrived, and dishonest, but the myth, persistent, persuasive, and unrealistic. John John Adams']","In New Haven, Connecticut, President Kennedy focuses on three economic issues: the size and distribution of government, public fiscal policy, and public confidence in business and America."
20,"[' Texas Tech University President John F. Kennedy, Jr. John John Kennedy Jr. President John Kennedy, Junior. John Kennedy Jnr. John F., John John John, John George Kennedy, John John Adams Kennedy. John Adams Jnr., John Adams John Adams, John Adams. John Jay John Adams Jr., John George John Adams III. John George Adams Jr. George John John George Washington John Adams Junior John Adams Johnson John Adams James Madison John Adams Adams. George Washington Johnson, John Washington Johnson John James Madison, John Alexander Johnson John Alexander James Madison. John Alexander John Alexander Kennedy John Alexander Washington John John James Adams John Alexander Adams John John Henry John Adams George Washington. John James John']","Kennedy's speech at Rice University, in Houston, Texas, is imbued with a sense of historical grandeur. The President marks out the race to put a man on the moon as a pivotal moment in human advancement, and in America's struggle for international preeminence."
21,"["" John Anderson: Vanderbilt University has grown from a small Tennessee university and institution to one of our Nation's greatest, with 7 different colleges, and with more than half of its 4200 students from outside of the State of Tennessee. He says Vanderbilt is still learning, the essence of its outlook is still liberty, and liberty and learning will be and must be the touchstones of Vanderbilt University and of any free university in this country or the world. Anderson: We live in an age of movement and change, both evolutionary and revolutionary, both good and evil- and in such an age a university has a special obligation to hold fast to the best of the past.""]","Addressing a crowd in Nashville Tennessee Kennedy delivers a passionate speech on the virtues of public service and the fundamental importance of citizens' responsibilities, invoking Goethe, Bismarck, Jefferson and Aristotle to augment his words. The tensions of the ongoing struggle for civil rights and the Cold War permeate the speech's subtext."
22,"[' John Adams Morgan: Peace is not Pax Americana enforced on the world by American weapons of war. Morgan: I speak of peace because of the new face of war, when great powers can maintain large and relatively invulnerable nuclear forces and refuse to surrender without resort to those forces. He says the acquisition of idle stockpiles, which can only destroy and never create, is not the only, much less the most efficient, means of assuring peace.']","At American University in Washington, D.C.., Kennedy announces upcoming talks with the Soviets in Moscow, as well as his decision not to test nuclear weapons in the atmosphere as long as other nations also refrain from nuclear tests as a show of goodwill."
23,"[' John Adams Johnson: U.S. was founded on the principle that all men are created equal. He says rights of every man are diminished when the rights of one man are threatened. Johnson: Every American should enjoy the privileges of being American without regard to his race or his color. The heart of the question is whether we are going to treat our fellow Americans as we want to be treated, he says.']",Kennedy speaks from the Oval Office in response to the National Guard being sent to protect African American students at the University of Alabama. The President declares that a moral crisis exists in America and requests congressional action to expedite desegregation through legislation.
24,"[' John F. Kennedy, Jr. John John John Adams Kennedy Jr. Kennedy Junior. John Adams John Adams Johnson. John Jay John Adams Jr. President John Adams J. Kennedy Jr., John Adams, John Adams George Washington John Adams. John Kennedy John Adams III. John Quincy Adams, George Washington. John Washington John. Adams John. John. Kennedy John. George Washington, John. Washington, Jr., George Washington George John Adams JR. John D. John George Washington Jr. George George Washington Johnson, John John D John AdamsJohn D. Washington John John Washington, George D. George Adams John John Kennedy, John D George John John Henry John Adams II. John James Madison John']","In Berlin, Germany, President Kennedy commends Berliners on their spirit and dedication to democracy and expresses his solidarity with them through the words ""as a free man, I take pride in the words Ich bin ein Berliner! (I am a Berliner)."""
25,"["" John Major: 'This is not a unilateral moratorium, but a specific and solemn legal obligation' 'This treaty is not the millennium. It will not resolve all conflicts, or cause the Communists to forego their ambitions, or eliminate the dangers of war. But it is an important first step towards peace, a step towards reason and a step away from war'""]","From the Oval Office, the President calls the Nuclear Test Ban Treaty with the Soviet Union a sign of hope but points out its limitations. Kennedy reassures Americans that the country is still prepared to defend itself against any treaty violators; however, he calls the treaty a good first step towards peace."
26,"[' John Adams and Thomas Jefferson. John Adams: Thomas Jefferson once said that any nation which expected to be ignorant and free, hopes for what never was and never will be. Thomas Jefferson: John Adams, John Adams & John Adams. John Quincy Adams. George Washington']","In a speech in Salt Lake City, Utah, Kennedy illustrates the link between a strong, united nation and a strong, united world as the United States continues its commitment to world leadership. The President points to foreign assistance programs and the Nuclear Test Ban Treaty as important diplomatic measures in the pursuit of peace."
27,"[' John F. Kennedy: Amherst College is part of the United States, belongs to it. John Kennedy: "" Privilege is here, and with privilege goes responsibility"" John Kennedy Onassis: ""I am very honored to be here with you on this occasion"" George Washington']","At Amherst College in Amherst, Massachusetts, Kennedy praises the positive impact that the arts have on the country's spirit, conscience, and growth."
