,Generated_Summary,Original_Summary
10,[' George Washington dispatch to Congress. Letter to Congress on the state of the Union. U.S. economy in economic depression. Economic depression can not be cured by legislative action or executive pronouncement. Economic wounds must be healed by the action of the cells of the economic body the producers and consumers themselves. Recovery can be expedited and its effects mitigated by cooperative action.'],"In his second State of the Union address, President Hoover asks Congress to fund for public works projects in order to stem the growing tide of unemployment. Congress complies weeks later, providing $116 million in jobs for the estimated 4.5 million unemployed."
11,"[' measures to increase spending by $4,500 million if passed. President says measures are being introduced under guise of giving relief of some kind or another. He says leaders of both parties are cooperating to prevent any such event. President: “ Prosperity can not be restored by raids upon the Public Treasury.”']",President Hoover addresses legislation in Congress aimed at unemployment relief. Hoover advises against any measure that would require an increase in taxes.
12,"[' George Washington. President John Adams. John Adams, 17th century American. George Washington John Adams Jr. President of the United States. John John Adams John Adams J. Adams Jr., 17th Century John Adams Johnson, John Adams III, and John Adams James Madison John Adams II. John Jay John AdamsJohn Adams Johnson John Adams and John Jay Adams John Jay Johnson George Washington, Jr. George John Adams Adams, Jr., John Adams David Adams, George Washington Johnson, and George Washington J. Washington George Washington III. John George Washington George Adams, John Washington George George WashingtonJohn Adams John, John David John Adams George Washington Jr. John David Adams John David Washington, John John John']",President Hoover makes a statement on Federal Government funding of employment and relief efforts. He also emphasizes the importance of mobilizing and organizing “self help” agencies and state and local governments to provide aid.
13,"[' John D. Rockefeller Jr. John Adams Morgan, D.C., 18th President. John John Adams Johnson, 17th President John Adams John Adams Jr., 17th John Adams, 18th president John Adams III, 1809-1820. John Washington Adams Jr, 1808-1840. John D John Adams Junior, 1810-1830. John Jay John Adams II, 1820-1835. John George Washington']",The Emergency Adjusted Compensation Act  allows veterans to obtain cash loans of up to 50 percent of their bonus certificates issued in 1924. Congress will pass the act over President Hoover's veto.
14,"[' George Washington. Bush. President Bush. Bush: U.S. will postpone all payments on intergovernmental debts, reparations, and relief debts, both principal and interest, of course, not including obligations of governments held by private parties. George Washington Bush. George W. Bush, George Washington']","In an effort to ease the worldwide depression, President Hoover proposes a one-year moratorium on debt payments owed America in return for Europe returning the favor on in 1881. debts. Passed by Congress in December, the policy does little to ameliorate the economic crisis."
15,"[' Great Britain departs from the gold standard. President John Adams. John Adams: The course resolved upon by the British Government creates some temporary dislocations in the international world. The effect in England will undoubtedly be to increase exports, which amounts to price reduction compared with the standard of measurement in gold. The probabilities are that it will improve the situation in England, and there will be a great benefit in the long run in the U.S.']","President Hoover addresses Britain's departure from the gold standard in a press conference. Britain goes off the gold standard on September 21, 1931 in an effort to solve the continuing economic crisis. Americans, fearing that the United States will soon do the same, begin to withdraw their money from banks and hoard gold. Over the next month, 827 more banks will close."
16,"[' John F. Kennedy Jr. John Kennedy Jnr. President John Fitzgerald Kennedy. John John Kennedy Kennedy Jr., President John John Adams Kennedy, John Adams John Adams. John Adams Jnr., John Adams Adams John. John Jay John Adams Johnson. John A. Kennedy J. Kennedy John Adams, John Jay. John D. Kennedy, George Washington John Adams Jr. George Washington J. Washington. John George Washington, John John Washington, Jr., George Washington. George John Washington John, John Washington George. John Quincy Adams J. John. Washington, George John Adams III. John Patrick Henry, John Patrick John Adams,. John John John Henry. John James Madison, John Francis John Adams']",President Hoover delivers a radio address regarding government efforts to aid in unemployment relief.
17,"[' George Washington Bush Jr. President Bush. George Washington Washington George W. Bush, Jr. George Bush, J. Edgar Hoover, George Washington J. Henry Ford, George H.W. Bush George Washington, Jr., George Washington. George George Washington George Washington Jr., J. John Adams Bush, George Herbert John Adams. George John Adams, George John Washington Bush, John Adams John Adams George Washington,. George Washington John Adams,. George John John Adams III. John Washington George George Bush George John George Washington III. George William George Washington Henry, George George John Henry George Washington Kennedy, George Henry John Adams Kennedy, John John Henry Kennedy. John John John Washington John, George William Henry']",President Hoover announces his economic recovery program in his daily press conference.
18,[' John F. Kennedy. Kennedy: The time has come when we must all make sacrifice of some parts of our particular views and bring these dangers and degenerations to halt by expeditious action. John Kennedy: I have felt in the stress of this emergency a grave responsibility to present the situation to the Senate and to make suggestions as to the basis of adjustment between these views which I hope will lead to early action.'],President Hoover addresses the Senate on the state of the national economy.
19,"[' John F. Kennedy Jr. John Kennedy Jnr. John John Kennedy John Kennedy, Jr. The John Kennedy Junior. John Adams Kennedy, J. Edgar Hoover John Adams, John Adams John Adams Jr. Kennedy J. J. Kennedy, John John Adams J.J. Kennedy. John Jay John Adams JR. John A. John James Madison John Adams III John A John Adams Johnson John Adams James Madison Kennedy John Adams. John Alexander John AdamsJohn Adams Kennedy John John Jay Kennedy John Alexander Johnson John Alexander Kennedy John A George Washington John Adams George Washington. John George John John John Washington John John George Kennedy John George Adams John Alexander Washington John Alexander Adams John John James Adams John George Washington']","President Hoover delivers a campaign speech titled “The Consequences of the Proposed New Deal” in Madison Square Garden, New York in which he defends his administration and policies."
20,"[' John F. Kennedy Jr. John Kennedy Jnr. John John John Kennedy Jr., John Adams John Adams. John Adams Jnr., John John Adams Kennedy. John Jay John Adams Johnson, John Adams James Madison John Adams Jr. President John Adams, John Jay Adams Jr., George Washington John Adams III. George Washington Jnr, John John George Washington']","At a campaign stop in Indianapolis, Indiana, President Herbert Hoover makes his case for how to overcome the economic depression that the country is facing. He argues against the Democratic Party's approach and points out where he disagrees with it."
