,Generated_Summary,Original_Summary
10,"[' George W. Bush: ""I am glad to be here. You have touched my heart. You\'ve brought tears to my eyes and joy to my spirit"" George W Bush: Without you I would not be here today as your President. George W George Bush: By the grace of God and your help, last year I was elected President of this great country. George Washington']","In the place where Martin Luther King, Jr., gave his last sermon, President Clinton stresses the need for effective crime legislation."
11,"[' George W. Bush Jr. George H.W. Bush Sr. George Herbert Walker Bush, Jr. John Adams Johnson, Jr., John Adams Adams, Jr, John Adams John Adams Jr. James Adams Johnson Jr. and John Adams George Adams Jr., George Adams Johnson III. George George Washington Bush Jr, George Washington John Adams III George Washington George Washington. George Washington J. Bush Jnr. George John Adams Jnr., George Washington Henry John Adams, J. Henry John John Adams JR. George Henry John Washington Jnr,. George Washington Johnson, John George Washington, Jr,. John Adams Henry John Henry Jnr, George John Washington, John John Washington John, John Henry John']","In light of a changing global economy, President Bill Clinton discusses the North American Free Trade Agreement (NAFTA), which allows for fairer and more efficient trade between the United States, Canada, and Mexico. He believes that this agreement, by creating the world's largest trade zone, will promote both economic and social progress."
12,"["" John Boehner: Tip O'Neill was a man of the people, a bricklayer's son who helped to build the great American middle class. Boehner: In his honor, may we, too, always remember who we are, where we come from, and who sent us here. George Washington""]","President Clinton applauds the successes in breaking gridlock, cutting the deficit, and passing the Brady law. He hopes to further reduce the budget; to update unemployment, welfare, and health care; and to support democracy throughout the world."
13,"[' John McCain: June 6th, 1944, was the least ordinary day of the 20th century. McCain: On this quiet plateau, on this small piece of U.S. soil, we honor those who gave their lives for us 50 years ago. He asks all veterans of the Normandy campaign to stand if they can and be recognized.']","President Clinton describes D-Day as the day democracy triumphed over totalitarian oppression. As he recognizes those who sacrificed themselves for freedom, he urges the current generation to continue the struggle for peace."
14,"[' George W. Bush: "" Berliners, you have won your long struggle. You have proved that no wall can forever contain the mighty power of freedom"" George W Bush: America is on your side now and forever. George Bush: We must reject those who would divide us with scalding words about race, ethnicity, or religion. George Washington']","""We stand together where Europe's heart was cut in half and we celebrate unity."" Clinton applauds the civil courage of the German people. After tearing down the Berlin Wall, a new generation must build the vanguard of freedom and prosperity."
15,"[' George H.W. Bush: We are the keepers of a sacred trust, and we must be faithful to it in this new and very demanding era. President George W. Bush. George W Bush: I came to this hallowed chamber two years ago on a mission, to restore the American dream for all our people and to make sure that we move into the 21st century still the strongest force for freedom and democracy in the entire world. George Washington']","Clinton speaks of establishing a New Covenant, taking decision making out of the hands of special interests and giving it to the people. He wishes to strengthen the people by improving health care, reducing crime, creating new jobs and enhancing security at home and abroad."
16,"[' George W. Bush Jr. George H.W. Bush Sr. George Bush Jr., George George Bush Jnr. George Washington Bush, George Washington J. J. Bush. George George Washington Jr. Bush George George George John Adams Bush George Washington John Adams J. John Adams John Adams George Washington III George Washington George Washington. George John Washington Bush George Bush George J. George Adams George John George Washington']",President Clinton expresses the grief of the American people in responding to the tragic bombing in Oklahoma City. He encourages the community to work towards rebuilding and healing.
17,"[' George W. Bush: We must reach beyond our fears and our divisions to a new time of great and common purpose. Bush says we can not restore economic opportunity or solve our social problems unless we find a way to bring the American people together. President Bush: Affirmative action began as a means to an end of enduring national purpose, equal opportunity for all Americans.']",President Bill Clinton discusses how affirmative action is a systematic approach to ending racial and gender-based discrimination.
18,"[' George W. Bush Jr. George H.W. Bush Sr. George Bush Jr., George W George Bush, George Herbert Walker Bush. George Herbert Bush, JR. George George Bush III. George Washington Bush, J. Edgar Hoover Jr. President George Washington J. Bush George Washington, Jr. John George Washington Jr., J. John Adams Bush, John Adams Johnson, John Quincy Adams, John John Adams Adams, George Washington']","President Bill Clinton gives a hopeful speech at the University of Texas Austin about the challenge of ending racial discrimination. The president believes that problem of racism will not be overcome solely through the work of leaders and legislation, but must be confronted by the American people as a whole."
19,[' George W. Bush: America has embodied an idea that has become the ideal for billions of people throughout the world. George Bush: There are times and places where our leadership can mean the difference between peace and war. George W Bush: My duty as President is to match the demands for American leadership to our strategic interest and to our ability to make a difference. George Washington'],President Clinton advocates in 1881. participation in implementing the Bosnian peace agreement. Clinton praises in 1881. diplomatic efforts in helping with the peace settlement. The president takes the opportunity to discuss how the in 1881. is fundamentally committed to peace and assumes the role as leader of peace in the global community. He explains the plan for NATO forces and civilian agencies to help bring peace to the war-stricken region.
20,"[' George W. Bush: ""Peace, once a distant dream, is now making a difference in everyday life in this land"" George W Bush: I thank Catherine and David for introducing me, for all the schoolchildren of Northern Ireland who are here today, and for all whom they represent. George Bush: A big part of peace is children growing up safely, learning together, and growing together. George Washington']","Clinton praises the Mackie plant as ""a symbol of Northern Ireland's rebirth."" He also speaks about the transition from cease-fire to peace in the context of American efforts to overcome cultural differences."
21,"["" George W. Bush: The state of the Union is strong. George W Bush: America's economy is the healthiest it has been in three decades. George Bush: We must go forward as one America, one nation working together to meet the challenges we face together. George Washington""]","In his third State of the Union address, President Bill Clinton discusses the accomplishments and challenges during his first three years of presidency. Among the issues that the President and Congress continue to confront are welfare reform, improving education, raising minimum wage, establishing better pension plans, providing affordable health insurance, reducing crime and drug use, and maintaining global security."
22,"[' George W. Bush: The only way to give victims due and equal and due consideration is to amend the Constitution. George W Bush: For years, we have worked to make our criminal justice system more effective, more fair, more even-handed, more vigilant in the protection of the innocent. George Bush: When someone is a victim, he or she should be at the center of the criminal justice process, not on the outside looking in. George Washington']",President Bill Clinton shares his support for a constitutional amendment that would guarantee victims and defendants equal rights in the criminal justice process.
23,"[' George W. Bush: ""I love Chicago for many reasons, for your powerful spirit, your sports teams, your lively politics, but most of all for the love and light of my life, Chicago\'s daughter Hillary"" John Edwards: ""Four years ago, with high unemployment, stagnant wages, crime, welfare, and the deficit on the rise, I told you that I still believed in a place called Hope. Well, for four years now, to realize our vision we have pursued a simple but profound strategy: opportunity for all, responsibility from all, a strong united American community"" John Kerry: ""We\'ve come a long way; we\'ve got one more thing to do.']",President Bill Clinton accepts his nomination as the democratic candidate for the 1996 presidential election. He discusses the nation's major achievements during his first term as President and why the United States is better off than it was four years ago.
24,[' George W. Bush: John Edwards: John McCain: John Kerry John Edwards John McCain John Edwards George W Bush John McCain George W George Bush John Bush John George Bush George George W John Bush George Washington Bush John John Adams George Washington George Washington John Adams John John George George George Washington. George Washington Washington Bush George William George George John Washington John George Washington Henry George George. John George John John John Washington George George Bush. George George Herbert John John William George John Henry George John George. George John William John George William Henry George WashingtonGeorge Washington George Henry John GeorgeGeorge Washington John Henry John Adams. George William John John Alexander George George William Washington George John Alexander Washington John Alexander John John Henry'],"Only a month before the 1996 presidential election, President Bill Clinton and Senator Bob Dole defend their opposing approaches to the United States' current issues. The two candidates debate a number of topics including Medicare reform, teenage drug use, tax rates, and foreign policy, as well as their individual political philosophies and personal differences."
25,"[' George W. Bush: ""I feel good today, do you? [ Applause ] Thank you. Reverend Washington; Presiding Elder Reverend Andrews; Governor Chiles; Congressman and Mrs. Gibbons; our fine congressional candidate, Jim Davis, welcome, sir. We\'re proud of you. Thank you very much"" George Washington']","Only two days before the 1996 Presidential election, President Bill Clinton gives a hopeful speech at the St. Paul's African Methodist Church in Tampa, Florida. He touches on pressing economic and crime-related issues as well as the importance of embracing a stronger sense of community in the United States."
26,"["" Barack Obama: We are at the edge of a new century, in a new millennium, and on the verge of a bright new prospect in human affairs. Obama: America became the world's mightiest industrial power, saved the world from tyranny in two World Wars and a long Cold War, and time and again reached out across the globe to millions who, like us, longed for the blessings of liberty. He asks: Will we all come together, or will we come together or come apart? Obama: The challenge of our past remains the challenges of our future.""]","At the last inauguration before the twentieth century, President Clinton looks toward the challenges of the future. He hopes to see the promise of American citizens fulfilled in the coming century."
27,"[' George W. Bush: ""I come before you tonight with a challenge as great as any in our peacetime history and a plan of action to meet that challenge"" Bush: We must rise to the decisive moment, to make a nation and a world better than any we have ever known. He says: ""The enemy of our time is inaction. So tonight I issue a call to action: action by this Congress, action by our states, by our people, to prepare America for the 21st century""']","In his first State of the Union address of his Second Term, President Bill Clinton focuses on balancing the federal budget, welfare, education, and global security."
28,"[' George W. Bush: ""We have hardly ever seen such a remarkable demonstration of courage and commitment and cooperation and basic human strength, and we are very impressed and proud to be Americans when we see what you have done in the face of this terrible disaster"" George Washington']","At the Grand Force Air Force Base in Grand Forks, ND, President Bill Clinton addresses the recent flood and fire disasters in North Dakota, South Dakota, and Minnesota.  Clinton offers his sympathy to the victims and discusses the government's relief plan."
29,"["" George W. Bush: Education must be our Nation's highest priority. John Kerry: This has been the most important year in a generation for education reform. John Edwards: The hours between 3 and 7 at night are the most vulnerable hours for young people to get in trouble, for juvenile crime. John McCain: With after school programs, we can help to teach them to say no to drugs, alcohol, and crime, yes to reading, sports, and computers. George Washington""]","President Clinton responds to the allegations that he had an inappropriate relationship with a White House intern, Monica Lewinsky, saying: ""I did not have sexual relations with that woman, Miss Lewinsky."""
30,"[' John Boehner: America has lost two patriots, Sonny Bono and Walter Capps. Boehner: With barely 700 days left in the 20th century, this is not a time to rest. He says U.S. has the lowest unemployment in 24 years, lowest core inflation in 30 years, highest homeownership in history. Boehner says America is moving steadily toward an even stronger America in the 21st century.']","President Clinton speaks about strengthening the nation for the 21st century by creating a small, yet progressive government; by promoting economic prosperity; and by making it possible for the children of today to see economic prosperity, a secure nation, and a clean environment in the future."
31,"[' George W. Bush: America should have done it before, and I am proud to be on that journey. George W Bush: It is time for Americans to put a new Africa on our map. George Bush: We need to come to know Africa as a place of new beginning and ancient wisdom from which we have so much to learn. George Washington']","As the first United States president to visit Ghana, President Bill Clinton speaks to the people of Ghana about Africa's growing appreciation for tolerance and human rights as well as improving in 1881. ties with Ghana. Clinton commits to helping harvest democracy in Africa, increasing trade and investment with African nations, ending genocide and war, and preserving Africa's natural environment."
32,"[' George W. Bush: ""I have come today to pay the respects of my Nation to all who suffered and all who perished in the Rwandan genocide"" Bush: The Government-led effort to exterminate Rwanda\'s Tutsi and moderate Hutus, as you know better than me, took at last a million lives.']","In his speech to the people of Rwanda, President Bill Clinton reflects on the Rwandan genocide and discusses the United States' commitment to ending such atrocities. The President encourages nations to work together to prevent genocide, give assistance to the victims of genocide, and to ensure that justice systems across the world disallow genocidal violence."
33,"[' George W. Bush Jr. George H.W. Bush Sr. George W Bush, Jr. John H. Bush, George George Bush, Junior. George Washington Bush, JR. George George George Washington, Jr., George George H W. George Bush III. George Herbert Walker Bush, John George Bush Jr., John George Washington III, George Herbert Bush Jr, George Washington George Washington Kennedy, George H George Bush Sr., George Washington John Washington Bush Jr,. George George Kennedy, John John Adams Bush. George John Adams Kennedy, Jr, John Adams Adams, John Washington Kennedy III. John Adams John Adams Washington, John Quincy Adams, Jr.; George Washington Adams, III; George Washington']","Following his testimony before the Grand Jury, President Clinton remarks that while he regrets making misleading comments about the Lewinsky allegations, he assures that he spoke truthfully in front of the Grand Jury. He admits that he did have a relationship with Miss Lewinsky that was “not appropriate.” He emphasizes that the matter should be dealt with privately among his immediate family and should not distract the country from dealing with pressing national issues."
34,[' John Boehner: America has created the longest peacetime economic expansion in our history. Boehner: We are on course for budget surpluses for the next 25 years. He says U.S. has lowest violent crime rate in a quarter century and cleanest environment in quarter century. Boehner says we must save Social Security for the 21st century.'],"In his sixth State of the Union address, President Clinton discusses the recent accomplishments and current challenges of the nation. The President focuses on Social Security, Medicare and Medicaid, education, and trade expansion."
35,"[' John Kerry: U.S. joined NATO allies in airstrikes against Serbian forces responsible for the brutality in Kosovo. Kerry: By acting now, we are upholding our values, protecting our interests, and advancing the cause of peace. He says the region is a powder keg at the heart of Europe that has exploded twice before in this century with catastrophic results.']",President Bill Clinton explains the in 1881. decision to join NATO allies in a military airstrike against the Serbian forces responsible for the tragic violence in Kosovo.
36,"[' George W. Bush: ""I can report to the American people that we have achieved a victory for a safer world, for our democratic values, and for a stronger America"" George W Bush: I want to express my profound gratitude to the men and women of our Armed Forces and those of our Allies. George Washington']","President Clinton announces that the conflict in Kosovo has finally come to a close. The President commends the in 1881. and its allied armed forces for their efforts in relieving the Kosovar people from the horrific ethnic cleansing.  He also announces that NATO troops will remain in Kosovo to maintain security and help the Kosovar people establish their own governance. In order to promote a peaceful future, Clinton believes the in 1881. and its allies must help nurture a unified and democratic Southeastern Europe."
37,"[' George W. Bush: America is on track to have longest period of economic growth in our entire history. John Adams: We must shape a 21st century American revolution of opportunity, responsibility, and community. George Washington: We will be judged by the dreams and deeds we pass on to our children. Barack Obama: America will meet the challenge of the aging of America.']","In his last State of the Union Address, President Bill Clinton announces that the “state of our Union is the strongest it has ever been.” The President discusses issues including the economy, health care, education, and crime."
38,"["" George W. Bush: I am profoundly grateful to you for twice giving me the honor to serve, to work for you and with you to prepare our Nation for the 21st century. George W Bush: This has been a time of dramatic transformation, and you have risen to every new challenge. George Bush: America must maintain our record of fiscal responsibility, and America's security and prosperity require us to continue to lead in the world. George Washington""]","In his farewell address, President Bill Clinton reflects on the improved economy and highlights the continuing need for fiscal responsibility, global leadership, and a unified America."
