,Generated_Summary,Original_Summary
10,"[' George H.W. Bush. George W. Bush: I have asked for this television time tonight to make public a plan for peace that can end the war in Vietnam. George Bush: The offer that I shall now present, on behalf of the Government of the U.S. and South Vietnam, with the full knowledge and approval of President Thieu, is both generous and far-reaching. George Washington']",President Nixon announces a public plan to end the Vietnam War on behalf of the in 1881. and South Vietnamese governments. The plan includes an offer to withdraw all American forces within six months of an agreement and to return all prisoners of war to their countries. He urges the enemy to seek immediate peace negotiations.
11,[' George H.W. Bush: North Vietnam has flatly and arrogantly refused to negotiate an end to the war and bring peace. John Adams: The U.S. has offered the maximum of what any President of the United States. could offer. John Kennedy: An American defeat in Vietnam would encourage this kind of aggression in all over the world. George Washington'],"In his address, President Nixon expresses his frustration with the North Vietnamese and their unwillingness to negotiate an end to the war. He stresses that the United States has been willing to reach reasonable terms but must protect the lives of Americans at risk. President Nixon demands genuine peace, not a peace that is merely a prelude to another war."
12,"[' George W. Bush: ""I urge each of you to vote. By your vote, you can make sure that this great decision is made by a majority of Americans eligible to vote, and not simply left to the minority who bother to vote"" John Adams: ""You know what the issues are. You know that this is a choice which is probably the clearest choice between the candidates for President ever presented to the American people in this century"" George Washington']","President Nixon addresses the nation on the eve of the election urging all Americans to vote, keeping in mind one overriding issue peace in Vietnam. He promises to bring the long difficult war to an end and urges the American people to send a message to leaders of the world with their votes, that they back the President of the United States and that the United States seek peace with honor and never peace with surrender."
13,"[' George W. Bush: ""I know that after a campaign, when one loses, he can feel very, very low, and his supporters as well may feel that way"" George W Bush: We are united Americans, North, East, West, and South, both parties, in our desire for peace, peace with honor, the kind of a peace that will last. George W George Bush: I have tried to conduct myself in this campaign in a way that would not divide our country, not divide it regionally or by parties or in any other way. George Washington']","After winning reelection, President Nixon thanks his supporters and highlights the election's high voter turnout. Nixon also mentions the utility of American politics and implores the public, especially those who supported George McGovern, to continue to participate in the democratic process to help ensure that political competition produces the best leaders for America."
14,"["" George H.W. Bush: 1972 will be long remembered as the year of the greatest progress since the end of World War II toward a lasting peace in the world. George W Bush: America's role is indispensable in preserving the world's peace, so is each nation's role in preserving its own peace. George Bush: We have the chance today to do more than ever before in our history to make life better in America. George Washington""]","President Nixon speaks on the theme of responsibility for individuals, for America as a whole, and for other countries throughout the world. He mentions the great successes in the American pursuit of world peace. The President emphasizes that without the leadership of the United States, peace in the world would be endangered. Nixon also reminds Americans that in order to be a great peacekeeper among nations, the United States must uphold its domestic responsibilities and work toward progress at home."
15,"[' Henry Kissinger: Cease-fire will take effect at 2400 Greenwich Mean Time, January 27, 1973. Kissinger: All Americans held prisoners of war throughout Indochina will be released within 60 days from this Saturday. All American forces will be withdrawn from South Vietnam during the same 60-day period. People of South Vietnam have been guaranteed the right to determine their own future, without outside interference.']","President Nixon announces to the nation and the world that the United States and the Democratic Republic of Vietnam have come to an agreement to end the war in Vietnam. He describes his desire not to settle for just any peace, but one which is sustainable and amenable to the parties involved. The President commends the efforts of the South Vietnamese people and the sacrifices of the American military, and he asks the American people to honor their efforts by supporting lasting peace in the region."
16,"[' George H.W. Bush. George W. Bush Jr. George Bush Junior. George George Bush Jr., George George Washington Bush, George Washington George Washington. George Washington John Bush George. George John George Bush George, George George George John Bush, John George John John John George, John John Henry George George. John George George William George John Henry John George']",President Nixon addresses the nation condemning the actions of those involved in the Watergate scandal. He urges the American people to have faith in the judicial system while also advocating for reforms of the system. The President emphasizes the sanctity of the Office of President and his intentions to maintain and promote that sanctity.
17,"[' George H.W. Bush Sr. George H W. Bush Jr. George W. Kennedy Jr. John John John Bush George George George Washington, Jr., George George John George Bush, George George Herbert Walker Bush George Washington. George Washington Bush Jr., John George George Bush Jr, George Herbert John Bush III. George Herbert George Bush III, George Washington George Washington John George Washington III. John George John Bush Bush III George George H George Washington Kennedy Jr., William George Washington Jr.']","President Nixon sets out to address the charges made against those in his administration and provide the American public with a perspective on the situation from the President's viewpoint. He states his assumption of responsibility for the incident, but stresses his lack of knowledge of the situation. The President recounts his requests for the facts and denounces the actions of the criminals. Nixon stresses the importance of moving forward with other pressing issues facing the country."
18,"[' George W. Bush: America is safer today, more prosperous today, with greater opportunity for more of its people than ever before in our history. George W Bush: For the first time in 12 years, a President of the United States can report to the Congress on the state of a Union at peace with every nation of the world. George Washington']","President Nixon reviews the progress of the previous five years and evaluates how America has met the challenges those years presented. He dismisses the idea that a recession is coming and concentrates on outlining the problems which the administration will combat, including transportation, inflation, and especially the energy crisis. Nixon briefly mentions the Watergate scandal and expresses his intent to remain at the post to which he was elected."
19,"[' George W. Bush. President George H.W. Bush, George W George Bush. George W Bush George Washington Bush, Jr. George George W John Bush, Sr. George Washington George George Bush, III. George Bush George Bush Jr., George George Washington John Bush Jr. John George Bush III George George John Bush George George George Kennedy George Washington Kennedy George Bush John Kennedy George Kennedy John Kennedy John Adams Kennedy. George John John Adams John Kennedy Kennedy, John John John Kennedy, George John Adams, John Adams George Washington Washington John Adams. John John Washington John Kennedy Jr., John Adams Adams, George Washington Henry John Adams and John Adams Henry John John Henry John Washington. John Adams Washington']","President Nixon talks about several issues, including the energy situation and the Watergate investigation that recently came to the attention of the American public. Nixon calmly rejects the notions that he will be impeached or resign. He attempts to keep the conference focused on rising oil prices and shortages and indications that the country might spiral into a recession."
20,"[' George H.W. Bush Jr. George W. Bush Sr. George George W Bush, Jr. Bush, George W George Bush Jr., George George Bush III. George H W Bush III George George George Washington Bush Jr, George George HW Bush III, George H George Bush IV. George Washington George Bush, III George Washington III George Herbert John Bush George George John George Bush Junior George Bush George Washington John John George Washington. George John John Henry Bush George John Henry George George Henry John George George William George George Herbert Bush George William John George John Washington George George III George John William George Washington Washington George William Henry George III. John George Henry George John David George GeorgeGeorge George George']","In response to the House Judiciary Committee's subpoena for White House tapes, President Nixon addresses the American people to explain the tape transcripts he is releasing. He defends his innocence in the Watergate scandal while also reiterating his belief in the right to presidential privacy."
21,"["" George W. Bush: 'I have never been a quitter. To leave office before my term is completed is abhorrent to every instinct in my body. But as President, I must put the interests of America first. America needs a full-time President and a full time Congress' George Washington""]","President Nixon addresses the country to announce his resignation as President of the United States. He concludes that it is evident he no longer has a strong enough political base in Congress to justify continuing his efforts to carry out his term. He acknowledges that the interests of the nation should come before personal considerations. He concedes that America needs a full-time President and full-time Congress and that it would be a distraction for him to continue as President. He ends by advocating for future peace among nations abroad and prosperity, justice, and opportunity for all at home."
22,"[' George W. Bush Jr. George W Bush Junior. George H.W. Bush. George George Bush Junior, George W George Bush JR. George Washington Bush Jr., George Washington George Washington John Adams. George Herbert Walker Bush, George Washington. George John Adams, George George George Washington, John Adams Jr. John Adams John Adams III. George Bush John Adams George Washington Junior. John Washington John John Adams Johnson George Washington III. John George Washington Johnson, John Washington Johnson John Adams II. John Henry Washington John Henry John Adams Jnr. George Henry John John Washington, George Henry George John Henry Johnson George John Washington. John John John George John John Henry, George John George, George']","President Nixon speaks to members of his cabinet and the White House staff as he leaves the White House after resigning the presidency on August 8, 1974. Forced to resign because of the Watergate scandal, he tells them he is proud of their work and accomplishments. Nixon pledges that leaving the presidency will be a new beginning."
