,Generated_Summary,Original_Summary
30,"[' John F. Kennedy Jr. John Kennedy, Jr. President Kennedy, John Adams Kennedy, and John Adams Johnson John Adams. John Adams, John John Adams John Adams Jr. James Madison John Adams Jnr John Adams III John Adams James Madison Jnr. John Jay John Adams Joseph Jefferson John Adams Johns John Adams Adams, Jr., John Adams Henry John Adams George Washington John Adams and James Madison Johnson. John James Madison, John Jay Adams, J. Edgar John AdamsJohn Adams Johnson, John James Adams John Jay Johnson, George Washington George Washington. John George Washington Jnr George Washington, John Washington']","President Johnson holds a press conference primarily to discuss the United States' goals and involvement in Vietnam. In questions with the press, President Johnson talks about the effect involvement may have on the economy and relations with foreign countries, the possibility of hostilities escalating into a large war, and his commitment to negotiate with the Viet Cong at “any time, any place.”"
31,"[' John F. Kennedy, Jr. John Adams, John Adams Jr., John Adams and John Adams III. John John Adams John Adams Johnson, John James Madison John Adams Sr. John Jay John Adams James Madison, John Jay Adams Jr. James Adams Johnson John Adams Adams Johnson and John James Adams John Jay Johnson. John James John Adams Kennedy Jr. and John Alexander John Adams. John George Washington John Adams J. Adams, Jr, John Washington Adams, J. Henry John Adams II, John George Adams, James Adams Adams and James Adams. George Washington Adams Johnson Jr. George Adams Adams Jr,. John Adams David Adams Adams, George Washington George Adams Johnson. George John Adams Allen, John']","Johnson speaks about the Voting Rights Act as simply righting a wrong.  He remarks that the freedom of America has gone too long excluding African Americans, noting the century-long failure of the Fifteenth Amendment to achieve its purpose.  President Johnson pledges not to cease in making sure all barriers to voting have been eliminated.  He also challenges Black leaders to educate other Blacks about their new rights so they may better utilize them.  Johnson praises the Act as a victory not only for Blacks but all Americans."
32,"[' John F. Kennedy Jr. John Adams Kennedy, Jr. President John Adams Johnson, John Adams John, Jr., John Adams Adams Jr. James Adams Kennedy John Adams, John John Adams III John Adams Jr, John James Adams, Jr, George John Adams Jnr. George John Kennedy, John Jay John Adams II John Adams James Adams John Adams George Adams Kennedy Jr., George Washington John Adams. George Washington Adams John Kennedy John, John Washington John, Jnr., George George Washington Johns Adams John John John, George Washington George Washington Johnson John AdamsJohn Adams John Jay Johnson John, Junior. John George Washington Kennedy John John David Adams John D. John David, John George John John D']","President Johnson holds a press conference in the White House where he discusses matters pertaining to American endeavors in outer space, domestic programs, and the perceived progress being made in Vietnam."
33,"[' John F. Kennedy Jr. John Kennedy Junior. John Adams Kennedy. John John Kennedy Jr., John Adams John Adams Jr. President John Adams Johnson, John Adams, John John Adams III. John Jay Kennedy Junior, John Jay John Adams. John George Washington John Adams Junior. George Washington. John Quincy Adams John. John D. Washington John. Washington, John. Adams, Jr. George D. John. George George Washington, George Washington George. John James Madison John Adams J. Washington Jr. Washington George Washington J. George John Adams II. John Washington John John D John Adams George. Washington D. D. J. John Henry John Adams James Madison, John James John Adams']","President Johnson's State of the Union concentrates on the Vietnam War.  Security is cited as the reason for committing to the conflict long term, but Johnson also mentions his focus on helping those who want to help themselves.  He pledges continued involvement until the aggression ends.  Johnson also emphasizes his many new goals for progress domestically and abroad, and the further establishment of the Great Society.  He also calls upon Americans to a change their ways and look forward to the improvement of the quality of American life."
34,"[' George W. Bush: ""For 37 days, no bombs fell on North Vietnam"" George W Bush: U.S. has resumed bombing of North Vietnam. George Bush: We do not regret the pause in the bombing. We yield to none in our determination to seek peace. George Washington']","President Johnson justifies his decision to resume airstrikes against North Vietnam after a 37-day pause. He explains that the failure of diplomatic efforts and continued violence against South Vietnamese targets have led him to initiate attacks on North Vietnamese supply lines. Johnson, as usual, expresses his desire for peace and mentions using the United Nations to reach a nonviolent solution."
35,"["" Franklin Roosevelt spoke 25 years ago of the four freedoms of mankind. John Adams Morgan: We have served the vision of his vision of four essential freedoms to mankind. Obama: We know that we are not secure in America when they are violently denied elsewhere in the world. We are committed now, however great the trial and tension, to protecting the right of free expression and peaceful dissent. We have learned to despise the witch hunt, the unprincipled harassment of a man's integrity and his right to be different. We know, too, that it requires more than speeches to resist the international enemies of freedom, that men must resist the deeds of their enemies.""]","President Johnson presents a speech upon receiving the National Freedom Award. The speech places a strong emphasis on the freedoms that are most commonly associated with the American ideal, and the importance of defending those freedoms at home and abroad, which Johnson sees manifested in the struggle for civil rights and military action in Vietnam."
36,"[' George W. Bush: NATO is not an alliance to make war, but as alliance to keep peace. George Bush: We have come a long way from the day that someone observed that “some diplomat no doubt will launch a heedless word and lurking war leap out” George Washington']","President Johnson speaks before the Foreign Service Institute and emphasizes that the cause served by America's diplomats is, above all else, peace. He stresses the importance of cooperation with NATO and pooling not just resources but genuine effort to promote solidarity across the Atlantic."
37,"[' George W. Bush: ""I am convinced that after decades of wars and threats of wars, peace is more within our reach than at any time in this century"" Bush: America\'s job is not yet over. ""We will lend America\'s practical experience to those people who need it most and who are willing to try to help themselves""']","President Johnson speaks to a crowd in Omaha about the subjects which he believes most accurately represent America's commitment to peace, its humanitarian relief efforts and participation in the ongoing conflict in Vietnam."
38,"[' John Reed of Maine, who is Chairman of the National Governors Conference, has requested that I send a team of in 1881. officials to brief the Governors on current developments in Vietnam. I consider this “other war” as crucial to the the future of South Vietnam and Southeast Asia as the military struggle.']","President Johnson holds a press conference at the LBJ Ranch in Texas, spending the majority of his time discussing matters pertaining to Vietnam, including the selective service review, the effect of airstrikes in North Vietnam, and the public reaction to these bombings. Johnson also discusses nuclear treaties and looks ahead at his plans for the years of 1966 and 1968."
39,"["" George W. Bush: Alumni contributed almost $ 300 million to U.S. colleges and universities last year. George W Bush: I came here tonight because you are committed in the name of education to help us decide that contest. George Bush: We have set out in this country to improve the quality of all American life. We are concerned with each man's opportunity to develop his talents, George Bush says. George Washington""]","President Johnson's speech is directed at explaining the in 1881. interest in Asia and how he plans to achieve peace.  He explains that Asia is critical to the success of in 1881. achievements around the world, and that the goal of the involvement is to generate an acceptable peace between communist and non communist neighbors in Southeast Asia.  Johnson lists the achievements that must be made to gain peace, and defends his position against those who suspect imperialist motives.  He refuses to retreat from in 1881. obligations in Vietnam and believes American influence can bring about a peaceful “Pacific Era.”"
40,"[' John F. Kerry: President, I wonder if you would care to inform us what you might want to take in the event that the prisoners are brought to trial. John Steele: Mr. President, your Ambassador to the United Nations and several other administration spokesmen have issued somber warnings about the course of the war. John John Kerry: I would not want to go further than I have gone.']",President Johnson holds another press conference where the primary focus is on the mounting hostilities against North Vietnam. Prisoner exchanges and the possibility of war crimes trials of American prisoners are both discussed. Johnson also addresses concerns about ‘professional agitators' at home and the effect that slogans such as “black power” may have on the civil rights movement.
41,"[' John F. Kennedy, Jr. John Adams Kennedy, John Adams, Jr., John Adams Jr. President John Adams John Adams J. Kennedy Jr., Jr. James Adams Kennedy Jr, John Jay John Adams Johnson, John John Adams III. John Jay Kennedy J. J. JFK, Jr,. John Adams JFK, J. John George Washington, John Washington John Adams JR. George Washington John Kennedy John AdamsJohn Adams John Kennedy, JR. John John John George Adams John John Henry Washington John Henry John Henry George Washington George Washington. John Henry Henry John John Washington George John Adams George Washington III John John Quincy Adams John Quincy John Henry, John George John Henry. John D. Washington John']",President Johnson discusses Vietnam and plans for his upcoming travels to the Asian-Pacific area in this press conference. Johnson also mentions the effect that Vietnam spending may have on his “great society” programs and the government's continuing role in the civil rights field.
42,"[' John F. Kennedy, Jr. President John Adams Kennedy Jr. John Adams, Jr., John Adams John Adams Jr. James Madison Kennedy, John Adams Johnson, John John Adams III. John Jay John Adams Jnr., John Jay Adams, John Jay Washington John Adams. John Kennedy Kennedy, J. Jay Washington, John Washington, George Washington, Jr,. John Adams James Adams Jr., James Adams Kennedy. John John Kennedy, JR. John Washington John Kennedy Jr., George Washington John Jay Kennedy Jr, John George Washington Kennedy Jr,. George Washington Bush, John Quincy Adams J. George Washington. John Quincy Kennedy J. J. Kennedy III, John J. John Henry J. Washington,']","President Lyndon Johnson praises the creation of the Department of Transportation as he recounts the importance of transportation but notes that the country needs a more modern system. He states that the goal of the new department is ""to untangle, to coordinate, and to build the national transportation system for America."""
43,"[' George H.W. Bush: I leave you this morning to undertake a hopeful mission. I go to visit six nations which, working with others, are beginning to shape a new regional life in Asia and the Pacific. I know that I can wave no wand. I do not expect anything magical to happen or any miracles to develop. But as I undertake this mission on behalf of our entire Nation at a most critical time in our history, I am inspired and strengthened by the presence of the leaders of the Congress and by the unity of the American people. I ask for your prayers. I shall do my best to advance the cause of peace and of human progress.']","President Johnson makes some brief remarks at Dulles before leaving on his Asian-Pacific trip. He hopes that the trip, which will include discussions in Manila on the problem of Vietnam, will being about ""an honorable peace at the earliest possible moment."""
44,"[' John F. Kennedy, Jr. President John Adams Kennedy. John Adams Jr. John John Adams, Jr., John Adams John Adams III. John Jay John Adams Jnr, John Adams Johnson, John John John Kennedy, John Jay Adams, John George Washington. John Kennedy John Kennedy Jnr., John John Washington, John James Madison John Adams. John James Washington, Jnr. John J. Adams John Kennedy Jr. George Washington John AdamsJohn Adams, J. John George Kennedy John Adams George Washington, III. George George Washington Jnr,. John Adams Adams John John James John Adams II. John Henry John Adams IV John John George John Adams James John John Henry George Washington George Washington']",President Johnson discusses peace talks and bombing targets in North Vietnam as the war continues into 1967. Johnson also addresses the issue of a nuclear China and the effect that the war may have on the economy and his domestic programs.
45,"[' John F. Kennedy Jr. Q. President, Mr. President would you be willing personally to participate in negotiations with some of your opposite numbers, such as the. Hanoi? Q. Mr. Kennedy would you ask you if you thought it would speed this war to peace if you would personally participate in. negotiations.']","President Johnson holds a press conference that primarily focuses on the United States' interaction with communist regimes, including North Vietnam and the in 1881.S.R. Johnson also discusses the new Congress and plans for his own Democratic party."
46,"[' John F. Kennedy Jr. President John Kennedy, Jr. John Kennedy Jnr. John John Kennedy John Kennedy Jr., John John Adams Kennedy, John Adams John Adams Johnson. John Adams Jnr., John Adams James Madison John Adams, John John Washington John Adams III. John George Washington, John Washington, George Washington. John Washington Jnr,. John Adams Jr., George Washington John, John James Madison, John Jay John Adams. John James John AdamsJohn Adams Johnson, John J. Adams Jr. George John John James Adams, George John Adams Adams, III. George Washington Johnson, George George Washington Bush, John Henry John Adams Henry John, III, John Quincy Adams III, George']","President Johnson holds a press conference where he discusses the differing opinions on Vietnam policy, including Russian views of the Vietnam situation, and his plans and advice of Ambassadors and Generals. Johnson also mentions the effect of the Apollo tragedy on the space program, economic planning, and selective service procedures."
47,"[' George W. Bush Jr. George H.W. Bush. George W George Bush, Jr. Bush, George H W Bush, JR. George Washington Bush, Junior. George George Bush Jr., Jr. John Adams Bush, John Adams Kennedy, George Washington, Jr., John Adams Adams, and John Adams Johnson. George Herbert John Adams Jr., George Washington John Adams, John John Adams John Adams. George John Adams III, George George Washington George Washington Jr., and George Washington Johnson, George John Washington, III. George William John Adams Jnr., John Washington Jnr,. George Washington Henry John Adams George Washington III. John George Washington J. Jnr. George Henry John John']","President Johnson delivers a lengthy address about the continuing struggles in Vietnam to the Tennessee General Assembly. Johnson summarizes his position by stating that if he could give one simple message to the Northern Vietnamese government, it would be that ""America is committed to the defense of South Vietnam until an honorable peace can be negotiated."""
